repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
tprrt/linux-stable,35d3fdd5f304c06654c940921fc045c60df34693,"rtc-cmos: improve HPET IRQ glue

Resolve http://bugzilla.kernel.org/show_bug.cgi?id=11051 and other bugs
related to the way the HPET glue code in rtc-cmos was incomplete and
inconsistent:

 * Switch the approach so that the basic driver code flow isn't
   changed by having HPET ... instead, just have HPET shadow the
   RTC_CONTROL irq enables and RTC_FREQ_SELECT data.  It's only
   coping with IRQ thievery, after all.

 * Do that consistently (!!) to avoid problems when the HPET code
   is out of sync with the real RTC intent.  Examples include:

   - cmos_procfs(), which now reports correct data

   - cmos_irq_set_state() ... also removing the previous PIE_{ON,OFF}
     ioctl support so only one code path manages ""periodic"" IRQs

   - cmos_do_shutdown() ... currently a ""just in case"" change.

   - cmos_suspend() and cmos_resume() ... also handling a bug that
     was specific to HPET's IRQ thievery, where the alarm wasn't
     disabled after waking the system

 * Always call that HPET code under the RTC spinlock (it doesn't do
   its own locking)

Also clean up the HPET glue:

 * Add some comments explaining what's going on.

 * Switch to having just one #ifdef for the HPET glue, and inline
   functions (not #defines) to avoid some compiler warnings.

 * Have the probe message also report when HPET IRQs are involved

This still leaves various holes in the HPET glue, like the emulated update
IRQs being out of sync with the RTC, alarms never using day or month
matches, and many extra IRQs (at 64 Hz).

[5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org: fix build]
Signed-off-by: David Brownell <a0d09457d62acbdeb1fae1223575100ccbfffdf9@users.sourceforge.net>
Cc: Tomas Janousek <1c3f704cb51e403ca868437e82c98b13fd6cbd4a@nomi.cz>
Cc: Bernhard Walle <a6e4b58a1c07f9875ba33011a64bc38295e2e4d6@suse.de>
Cc: Carlos R. Mafra <cf1689817972fafea96902fa9a4e7da1203c343f@ift.unesp.br>
Acked-by: Alessandro Zummo <f0b9bd96bf07bfecc189c62159960134588fafe5@towertech.it>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,12_may_2021_mp_not_refactor_commits
DevExpress/testcafe-hammerhead,bc9eb86bbd39a26eb3bfb56e5697bee9d9a120c3,"fix `Hammerhead is missed after 'document.close' in Firefox` (close #1821) (#1837)

* fix `Hammerhead is missed after 'document.close' in Firefox` (close #1821)

* refactor

* try to find stable ie11 test configuration

* temporarily remove non-ie11 client tests configurations

* ie 11 test configuration

* restore Gulpfile.js

* requested changes: add test comment

* requested changes: remove Firefox condition

* fix ie11 tests (xhr-test.js, iframe-test.js), update IE11 Windows version

* add test case: iframe with src, modify simple-iframe.html

* requested changes

* requested changes
",,,,,,12_may_2021_mp_not_refactor_commits
apache/spark,8e674331d9ce98068b44e4d483b6d35cef0648fa,"[SPARK-7516] [Minor] [DOC] Replace depreciated inferSchema() with createDataFrame()

JIRA: https://issues.apache.org/jira/browse/SPARK-7516

In sql-programming-guide, deprecated python data frame api inferSchema() should be replaced by createDataFrame():

schemaPeople = sqlContext.inferSchema(people) ->
schemaPeople = sqlContext.createDataFrame(people)

Author: gchen <chenguancheng@gmail.com>

Closes #6041 from gchen/python-docs and squashes the following commits:

c27eb7c [gchen] replace inferSchema() with createDataFrame()
",,,,,,12_may_2021_mp_not_refactor_commits
alphagov/paas-cf,4392e9e0067dbfc17953f597b7967dcf33cc56da,"Add some more cells in London

We are currently triggering / hovering close to triggering the alarm in London for the available memory on cells. This combined with the update that DiT are migrating their remaianing services this week has given rise to adding some more prod cells in London.
",,,,,,12_may_2021_mp_not_refactor_commits
seung-lab/cloud-volume,29453abbf59fde478a5ce558717774b64cf7fea9,"feat: add fpzip encoding C extension (+ ""kempression"") (#117)

* chore: add fpzip library to ext/

* feat: first pass at creating a cython wrapper for fpzip

* broken: compiling and kinda running, but buffer overflows

* uncommenting decompress. can't decode stream is writes

* cleaned up setup.py

* feat: fpzip decompress is confirmed working

* feat: fpzip compress and decompress

* fix: handle empty array

* feat: chunks.py supports kempression, compression.py has fpzip

kempression is Nico Kemnitz's suggestion to put XY data close
together and ensure all floats between 0 and 1 have the same
exponent. This allows fpzip to work at higher efficiency
with a loss of at most 1 machine float32 epsilon.

* test: try to fix travis

* fix: failed fpzip imports give the correct error message

* chore: drop python 2.6 support

* fix: don't support python2

Also:
- add help messages to fpzip.pyx
- change cloudvolume.fpzip to fpzip (python2 was having trouble with it)

* fix: cloudvolume can read/write fpzip but something is weird with it

* feat: add ""green"" text command to lib.py

* fix: encode bytes sent to fpzip in fortran order

* fix: remove annoying fpzip error message unless actually using it

* feat: added bdist_wheel deploy to travis to gs://seunglab-python-builds

* fix: allow installation to proceed without fpzip but warn
",,,,,,12_may_2021_mp_not_refactor_commits
esl/MongooseIM,f1f4cc090095839ff97b27f44a4d06f29c5b3a9a,"GDPR retrieve roster (clean) (#2286)

* Implement personal data retrieval for mod_roster

* Enable GDPR retrieve roster test

* Disable all big tests except for GDPR

* Return roster personal data in new format

* Re-enable all tests

* Retrieve personal data from all roster backends
",,,,,,12_may_2021_mp_not_refactor_commits
openstack/neutron,476f146ce20c87e93211248eb0d0cc4d8f199f58,"Synced versionutils from oslo-incubator

This is needed to get access to versionutils.deprecated.LIBERTY symbol.

Change-Id: Ifda59f762fd61437088750c988f03b782045f455
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,6075b77cb7f6bcdcabcedc1c8dc93b7af8a84aa2,"Add UseCounter for SVGFontElement

This patch adds a UseCounter for SVGFontElements to better inform us
about whether svg fonts can be deprecated.

BUG=242735

Review URL: https://chromiumcodereview.appspot.com/15300023

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@150855 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,f806f7b46983ba502b05677ec395fb60ace2313b,"gdata: Combine notifications for related low-level gdata operations into one.

Most of this CL was originally authored by kinaba@chromium.org.
Completed the TODO part.

BUG=chromium-os:28121
TEST=Tested uploading files to gdata and observed notifications in UI.

Review URL: https://chromiumcodereview.appspot.com/9860016

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@129120 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,0d8c67218cef8af259e4d12221434a1d7b0f3bbc,"ARM: tegra: tegra_defconfig updates

Add some features to tegra_defconfig:
* Tegra+MAX98090 audio machine driver, as used on the Venice2 board.
* AMX3722 PMIC, as used on the Venice2 board.
* ChromeOS embedded controller, for the Venice2 keyboard.

Also, rebuild tegra_defconfig on a more recent kernel (3.13-rc1) to
minimize irrelevant diffs showing up when people edit the file.

Signed-off-by: Laxman Dewangan <8ef6cd53fa4ede16d655e2562b753173823989c1@nvidia.com>
Signed-off-by: Thierry Reding <3055038c414aef68bf32c33b8118623e7554e0f2@nvidia.com>
Reviewed-by: Thierry Reding <3055038c414aef68bf32c33b8118623e7554e0f2@nvidia.com>
Signed-off-by: Stephen Warren <5ef2a23ba3aff51d1cfc8c113c1ec34b608b3b13@nvidia.com>
",,,,,,12_may_2021_mp_not_refactor_commits
MariaDB/server,e59d0778ecfb52f367d2bde43542dcde6a9c4aa1,"Added support for symlinked tables.
myisamchk: Don't force a repair if the only problem was that the
open count wasn't correct.
Added missing error messages.


include/my_sys.h:
  Cleanup comments
libmysql/Makefile.shared:
  Added symlink library.
myisam/mi_check.c:
  Added support for symlinked tables
myisam/mi_delete_table.c:
  Added support for symlinked tables
myisam/mi_open.c:
  Added support for symlinked tables
myisam/mi_rename.c:
  Added support for symlinked tables
myisam/myisamchk.c:
  Added support for symlinked tables.
  Don't force a repair if the only problem was that the open count
  wasn't correct.
pstack/bucomm.c:
  use mkstemp() instead of mytemp()
sql/ha_myisam.cc:
  Added support for symlinked tables
sql/ha_myisam.h:
  Added support for symlinked tables
sql/ha_myisammrg.cc:
  Added support for symlinked tables
sql/handler.cc:
  Added support for symlinked tables
sql/handler.h:
  Added support for symlinked tables
sql/lex.h:
  Added support for symlinked tables
sql/share/czech/errmsg.txt:
  Added missing error messages
sql/share/danish/errmsg.txt:
  Added missing error messages
sql/share/dutch/errmsg.txt:
  Added missing error messages
sql/share/estonian/errmsg.txt:
  Added missing error messages
sql/share/french/errmsg.txt:
  Added missing error messages
sql/share/german/errmsg.txt:
  Added missing error messages
sql/share/greek/errmsg.txt:
  Added missing error messages
sql/share/hungarian/errmsg.txt:
  Added missing error messages
sql/share/italian/errmsg.txt:
  Added missing error messages
sql/share/japanese/errmsg.txt:
  Added missing error messages
sql/share/korean/errmsg.txt:
  Added missing error messages
sql/share/norwegian-ny/errmsg.txt:
  Added missing error messages
sql/share/norwegian/errmsg.txt:
  Added missing error messages
sql/share/polish/errmsg.txt:
  Added missing error messages
sql/share/portuguese/errmsg.txt:
  Added missing error messages
sql/share/romanian/errmsg.txt:
  Added missing error messages
sql/share/russian/errmsg.txt:
  Added missing error messages
sql/share/slovak/errmsg.txt:
  Added missing error messages
sql/share/spanish/errmsg.txt:
  Added missing error messages
sql/share/swedish/errmsg.OLD:
  Added missing error messages
sql/share/swedish/errmsg.txt:
  Added missing error messages
sql/sql_db.cc:
  Added support for symlinked tables
sql/sql_parse.cc:
  Added support for symlinked tables
sql/sql_table.cc:
  Added support for symlinked tables with ALTER TABLE
sql/sql_yacc.yy:
  Added option to create symlinked tables.
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,ffc5a3794f9779c1a09e18e6d75bb6cc22b37523,"btrfs: add (the only possible) __exit annotation

Recently, the __init annotations have been added. There's unfortunatelly
only one case where we can add __exit, because most of the cleanup
helpers are also called from the __init phase.

As the __exit annotated functions get discarded completely for a
built-in code, we'd miss them from the init phase.

Signed-off-by: David Sterba <a2ce9d316ca04d17b520237d2846a218b8284e52@suse.com>
",,,,,,12_may_2021_mp_not_refactor_commits
zulip/zulip,9105692b078a64462167c37241f93f569d820aa1,"Add typing.initialize() to prevent tracebacks.

We now wait to start typing notifications until everything else
is initialized.  This prevents traceback where things like compose
pills have not been initialized.
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,1d8823145cb2829596b905e26a7d2736673c9b73,"Update team mailing list for web apps in DIR_METADATA files.

s/web-apps-platform-team/pwa-dev as the former is deprecated:
https://groups.google.com/a/chromium.org/g/web-apps-platform-team/about

Bug: none
Change-Id: Ibc034891f5c59104b5a50d24be95d1e49ea2e61c
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2567182
Commit-Queue: Evan Stade <e3720ab8f18cfedca393e2fbf6b59137e260fe1a@chromium.org>
Reviewed-by: Dominick Ng <54ea0730814e98ee203fb91c3e11538533243797@chromium.org>
Reviewed-by: Matt Giuca <d1760e71d9d2f2003c419afef791fb2187292ae1@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#837383}
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,e6b5edcb6e92edaea052b93776c91857e20927a7,"clean up comments and handling of same page navigations

Review-Url: https://codereview.chromium.org/2521633002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#433554}
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,140790113e1212a6a63fd6cc99fdd7ef697cb480,"ARM: kirkwood: Cleanup comments in Sheevaplug dts files

Change the file names given in the comments of the Sheevaplug
dts files to actually match the real file names.

Signed-off-by: Simon Baatz <634e8284b8d4d81897365a89590b52c490e71045@gmail.com>
Acked-by: Andrew Lunn <02e0a999c50b1f88df7a8f5a04e1b76b35ea6a88@lunn.ch>
Signed-off-by: Jason Cooper <68c46a606457643eab92053c1c05574abb26f861@lakedaemon.net>
",,,,,,12_may_2021_mp_not_refactor_commits
fcpxhacks/fcpxhacks,d5d32a4e0b00532c62f37e84a3729ed2ddc7bc6b,"#1198

- Cleaned up `hs.tangent` inline documentation.
- `connectionWatcher` is now `mod._connectionWatcher` to avoid
potential garbage collection.
- Fixed bug where timer could try and access `mod._socket` after it’s
already been destroyed.
- Closes #1198
",,,,,,12_may_2021_mp_not_refactor_commits
FFroehlich/AMICI,eccd790dd78b265dad41484ad78be28f66359c5c,"Feauture automated deployment (#511)

* feature(CI) bump version number

* feature(CI) add script for automated deployment + travis configuration

* fix(CI) readd comments to travis.yml

* fix(CI) remove deprecated comments, hopefully fixes travis being stuck

* fix(CI) fix indentation in travis.yml
",,,,,,12_may_2021_mp_not_refactor_commits
cobalt-org/cobalt.rs,da586c71d1d1df911db2d143fe7b8777740d70ad,"feat(config): Change future destination to _site

This is inspired by Jekyll.

The previous value of `.` causes odd behavior of trying to clean the
directory.

The new value works well with cobalt's default way of hiding things.
",,,,,,12_may_2021_mp_not_refactor_commits
NCI-Agency/anet,3c1ba846266d8aff14aeaea38f085460e7480fa8,"Fix SMTP related parts of integration tests

Make sure tests are started and ended with a clean mailbox.
Make sure test people don't expire *during* the test run.
Fix some typos.
",,,,,,12_may_2021_mp_not_refactor_commits
Automattic/wp-calypso,7d26e19b8e6b9c2d2a44e7f3377e054b1582cf22,"Comments: Add actions transitions and notices (#14593)

Introduce in the Comment Management lists both a quick fade out transition for disappearing comments and an undoable global notice in response to actions.

## Changes

- Add `ReactCSSTransitionGroup` to handle a fade out transition on component unmount.
Please note that `ReactCSSTransitionGroup` is deprecated as of React 15.0, and its replacement is tracked in https://github.com/Automattic/wp-calypso/issues/13321.

- Add global notices in response to actions performed on comments.
  - All notices (except ""Delete Permanently"") feature an Undo button, that simply fires the `setCommentStatus` method with the previous comment status.
  - Undos don't trigger any notice, and are therefore not undoable directly in the notice (they can of course be undone by via comment action).
  - The notices are not stacked together, but performing multiple actions on the same comment (e.g. `approve -> unapprove -> approve -> etc.`) only displays one single notice containing the last performed action.
In other words, we display one notice top for each actioned comment.
  - The notices are set to last 5 seconds before automatically disappearing.
  - The notices are persistent on route changes.
This is to prevent them to disappear when changing Comment Management list.
The side effect, though, is that undoing a notice while outside the Comment Management would trigger the `setCommentStatus` method of the `CommentList` component, which is not mounted anymore.",,,,,,12_may_2021_mp_not_refactor_commits
libvirt/libvirt,912421e7b63a358d552b79fac62a5518ec58f4e5,"domain_capabilities: Assert enums fit into unsigned int bitmask

The way our domain capabilities work currently, is that we have
virDomainCapsEnum struct which contains 'unsigned int values'
member which serves as a bitmask. More complicated structs are
composed from this struct, giving us whole virDomainCaps
eventually.

Whenever we want to report that a certain value is supported, the
'1 << value' bit is set in the corresponding unsigned int member.
This works as long as the resulting value after bitshift does not
overflow unsigned int. There is a check inside
virDomainCapsEnumSet() which ensures exactly this, but no caller
really checks whether virDomainCapsEnumSet() succeeded. Also,
checking at runtime is a bit too late.

Fortunately, we know the largest value we want to store in each
member, because each enum of ours ends with _LAST member.
Therefore, we can check at build time whether an overflow can
occur.

Signed-off-by: Michal Privoznik <83d82aaba2eed257f4814b0c239c260c4caaadf0@redhat.com>
Reviewed-by: Erik Skultety <2c14d38fa47c8799f1b9c16280abe27f8edfec6e@redhat.com>
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,55a1b87e07fdac9194d8b0c3ded3c4d01e9234ad,"watchdog: scx200_wdt: Use fallthrough pseudo-keyword

Replace the existing /* fall through */ comments and its variants with
the new pseudo-keyword macro fallthrough[1].

[1] https://www.kernel.org/doc/html/v5.7-rc7/process/deprecated.html?highlight=fallthrough#implicit-switch-case-fall-through

Signed-off-by: Gustavo A. R. Silva <b1c03de9dc93053ddc95690872a6dff0c1220143@kernel.org>
Reviewed-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
Link: b31d20f5395eccff315b4ff29146819481263905@embeddedor
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
Signed-off-by: Wim Van Sebroeck <5f65f6985de1ebf15dde04e0dc4668211868bafa@linux-watchdog.org>
",,,,,,12_may_2021_mp_not_refactor_commits
lablup/backend.ai-manager,ddf454b78ff2fb93edde7fda27b33e5950445596,"Multi-node multi-container stabilization (#373)

* feat: Record predicate check results into kernels.status_data
* fix: Impl. of sql_json_merge() and update comments
* refactor: clarify sql_json_increment() API
* fix: Add session_creation_id, just like kernel's creation_id
  - It needs to be kept in the kernels table to go through the scheduler framework.
    So this commit requires `alembic upgrade` to add a column for this.
* fix: Resource tracking with multi-node sessions
  - Previously the resource usage was increased by only one kernel's requested resource slots,
    instead of the sum of all kernel's requested resource slots.
  - Split txns in the multi-node scheduling routine instead of manually committing whenever
    raising an exception as part of the expected control flow.
  - Remove clusterized condition check assuming that all agents belong to the Docker Swarm.
  - Remove most of failure callbacks of predicates because now predicate results are
    stored to the status_data column in a structured way, instead of appending parenthesized
    message to the status_info column.
* setup: Update aiopg to the latest release (15 days ago), v1.1.0, which fixes
  transaction release bugs when ""async with"" block is interrupted/cancelled upon its
  entering, leaving connections in an active transaction and thus accumulation of them
  causing connection pool exhaustion.
* fix: Remove no longer used agents.clusterized column
* It is now replaced with explicit agent error stored to the kernels.status_data column.
* fix: A critical db-connection mis-reuse bug (NEEDS BACKPORT)
  - It was fortunately mostly working, but this may cause ""only one cursor
    allowed for one connection"" errors at random times.
* fix: Use separate DB connections for agents and kernels in scheduler
  - This allows us to record the kernel's status info about scheduling failures
    and rollback the agent's occupied_slots fields upon scheduling failures.
  - Fix a deadlock due to simultaneous use of the row-level lock and the
    repeatable-read transaction.
* fix: Multi-node scheduling
  - Update the candidate_agent list whenever we apply kernel.requested_slots to
    a specific agent, so that the next scheduling decision could be made on top of
    existing scheduling decisions of kernels, within a multi-node multi-container session.
* JSONB null is not SQL NULL in postgres.
  - When setting status_data to None, aiopg.sa translates it into a JSONB null,
    which causes invalid jsonb concatenation error afterwards when other queries
    try to use sql_json_merge() expression involving SQL COALESCE() function.
* fix: Relax another row-level lock since we use the ""REPEATABLE READ"" isolation level
  throughout the agent DB connection's transaction.
* fix: Multi-node scheduling
  - Do not promote sub-kernels to the PREPARING state unless
    all sub-kernels get a proper agent binding.
  - Fill the missing multi-node-aware implementation of
    _list_pending_sessions() and _list_existing_sessions()
  - Proceed to the next scaling group (if any) when we see
    scheduling failures in a scaling group, instead of bubbling
    up those failures. (NEEDS BACKPORT)",,,,,,12_may_2021_mp_not_refactor_commits
intel-hpdd/intel-manager-for-lustre,20708571f8f818fa5387a2b902601e1029da0d1d,"HYD-2147: Upgrade to Angular 1.2

- Introducing clean request url interceptor to add a trailing / to outgoing non-html requests.
- Introducing Mock class for easy mocking / stubbing in tests.
- Introducing help service to work with $sce in Angular 1.2. Also created mock.
- Updated Angular.js to 1.2RC2.
- Updated $resource to 1.2RC2.
- Updated Angular mocks to 1.2RC2.
- Updated tests to use interceptor module since slash is appended there.
- Updated tastypie interceptor to work with new interceptor format.
- Updated base model to handle changes to $resource.
- Updated .jshintrc to ignore the curly.
- Updated model usages of patch to response interceptors.
- Updated power control html to use new ternary syntax.
- Updated Ui Bootstrap to work around ng-bind-html-unsafe being removed (https://github.com/angular-ui/bootstrap/issues/813).
- Updated status controller since $ methods now return a promise.
- Updated eula to use new help service.
- Fixed power control controller to wait for promise resolution before unblocking UI.
- Used finally in login controller.
- Used finally in status controller.
- Fixed power control autocomplete directive to work around promise $parse issue (https://github.com/angular/angular.js/pull/4317).
- Removed setting Content-Type for PATCH as it's moved into Angular.
- Removed iso date filter due to fix in Angular 1.1.5 (https://github.com/angular/angular.js/pull/2280).

Change-Id: Ica821abc85f0c1fae58d9f4351d34ef04df71ebc
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,c9a37f0d7c37bef93add4345015d38bc7f7ab443,"[ScopedTaskEnvironment] Migrate off of deprecated NowSource::MAIN_THREAD_MOCK_TIME

Using this regex:
(base::)?(test::)?ScopedTaskEnvironment::[\s\n]*MainThreadType::[\s\n]*(UI|IO)?_?MOCK_TIME,[\s\n]*(base::)?(test::)?ScopedTaskEnvironment::[\s\n]*NowSource::[\s\n]*MAIN_THREAD_MOCK_TIME

and mapping it to:
\1\2ScopedTaskEnvironment::MainThreadType::\3, \4\5ScopedTaskEnvironment::TimeSource::MOCK_TIME_AND_NOW

and then deleting any
(base::)?(test::)?ScopedTaskEnvironment::MainThreadType::,

left behind + git cl format

Manually fixed two more callers that used other traits and a comment in timer.h

There should be no more users of NowSource::MAIN_THREAD_MOCK_TIME but
I will only remove it in a follow-up CL to avoid this one being
reverted.

Will TBR fdoray@ for mechanical change after LGTM
TBR=a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org

Bug: 946657
Change-Id: I8e069e11fc144e07654da943707bd05c4032c8fa
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1701535
Commit-Queue: Gabriel Charette <41ae41107f68c5f6cb83171614f7cf276b0b3572@chromium.org>
Reviewed-by: François Doray <a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#677524}
",,,,,,12_may_2021_mp_not_refactor_commits
kubernetes/kubernetes,6dbe853e2955015d8714a64e33a0b87c5d2b6621,"Merge pull request #45544 from ianchakeres/reconciler-err-cleanup

Automatic merge from submit-queue (batch tested with PRs 45990, 45544, 45745, 45742, 45678)

Refactor reconciler volume log and error messages

**What this PR does / why we need it**:
Utilizes volume-specific error and log messages introduced in #44969, inside files that also log volume information. 

Specifically: 

- pkg/kubelet/volumemanager/reconciler/reconciler.go, 
- pkg/controller/volume/attachdetach/reconciler/reconciler.go, and
- pkg/kubelet/volumemanager/populator/desired_state_of_world_populator.go


**Which issue this PR fixes** : fixes #40905

**Special notes for your reviewer**:

**Release note**:

```release-note
```
NONE",,,,,,12_may_2021_mp_not_refactor_commits
inveniosoftware/invenio,76c4589f22d874bde7289cafcb6d19fb4cf8009e,"utils: HTML ID washer

* Add utility for cleaning strings such that they can be used as HTML IDs,
without generating, for example, jQuery issues. Such strings must start with
a lowercase letter and use only alpha-numeric characters. Unit tests included.

Signed-off-by: Adrian-Tudor Panescu <aa06e21fa1d97d8759797194b769788a4069f9b1@cern.ch>
",,,,,,12_may_2021_mp_not_refactor_commits
freerangerouting/frr,820b3b6596b3aa973378dda64a838e338279ee06,"doc: Some minor doc cleanup for new data structures

Noticed during attempts at usage that the documentation
needed a couple small updates:

1) Tell the user which header to include
2) Some functions want the address of the data structure

Signed-off-by: Donald Sharp <12bb92ce76d25f4ca61013fd8b7b6b8ca9ce582e@cumulusnetworks.com>
",,,,,,12_may_2021_mp_not_refactor_commits
dslutz/qemu,00a29f3ddcd506f2fdba4d115e6c8df676f203db,"target-arm: Don't expose wildcard ID register definitions for ARMv8

In ARMv8 the 32 bit coprocessor ID register space is tidied up to
remove the wildcarded aliases of the MIDR and the RAZ behaviour
for the unassigned space where crm = 3..7. Make sure we don't
expose thes wildcards for v8 cores. This means we need to have
a specific implementation for REVIDR, an IMPDEF register which
may be the same as the MIDR (and which we always implement as such).

Signed-off-by: Peter Maydell <313afa09ce093b19ae1dd74f57c1ebd94508584c@linaro.org>
Reviewed-by: Peter Crosthwaite <7f4ef24acb5fadd2d444c175ca9e12e09a0858ae@xilinx.com>
",,,,,,12_may_2021_mp_not_refactor_commits
karelzak/util-linux,fa25f2289cf7eea29f00053cd3c34f95d7c736be,"Merge branch 'docs-dir' of https://github.com/kerolasa/lelux-utiliteetit

* 'docs-dir' of https://github.com/kerolasa/lelux-utiliteetit:
  docs: remove duplicated text
  docs: require kernel support before accepting use of it
  docs: note about independent super block structs
  docs: add libmount & libblkid debug instructions
  Documentation: add debugging doc
  arch: start using arch as a usage() example
  docs: new file Documentation/release-schedule.txt
  docs: move setuid information from reame to hwclock.8
  docs: clean up old readme files
  docs: copy contributors from legacy files to AUTHORS
  docs: new file Documentation/howto-man-page.txt
  docs: new file Documentation/source-code-management.txt
  docs: new file Documentation/howto-contribute.txt
  docs: new file Documentation/howto-compilation.txt
  docs: tell what the Documentation/ is about
  docs: add usage() howto for contributors
  docs: Documentation directory added
  docs: remove README.clear
",,,,,,12_may_2021_mp_not_refactor_commits
onedata/oneclient,0fb3337ddc97307c87e71cb03a4866898ac354d2,"Merge pull request #574 in VFS/oneclient from feature/VFS-4447-fix-race-in-storage-helper-detection to develop

* commit '9b51c4142251394a75f31f601855e0a518302140':
  VFS-4447 Updated helpers
  VFS-4447 Updated helpers
  VFS-4447 Fixed forced proxy detection access type update
  VFS-4447 Added locks to access helpersCache internal maps
  VFS-4447 Refactored storage helper detection logic
  VFS-4447 Fixed forced proxy detection access type update
  VFS-4447 Added locks to access helpersCache internal maps
  VFS-4447 Refactored storage helper detection logic
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,30f5a75640998900d995e099e060e920e72790b2,"Merge branch 'ras-core-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip

Pull RAS updates from Borislav Petkov:

 - Misc fixes to the MCE code all over the place, by Jan H. Schönherr.

 - Initial support for AMD F19h and other cleanups to amd64_edac, by
   Yazen Ghannam.

 - Other small cleanups.

* 'ras-core-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip:
  EDAC/mce_amd: Make fam_ops static global
  EDAC/amd64: Drop some family checks for newer systems
  EDAC/amd64: Add family ops for Family 19h Models 00h-0Fh
  x86/amd_nb: Add Family 19h PCI IDs
  EDAC/mce_amd: Always load on SMCA systems
  x86/MCE/AMD, EDAC/mce_amd: Add new Load Store unit McaType
  x86/mce: Fix use of uninitialized MCE message string
  x86/mce: Fix mce=nobootlog
  x86/mce: Take action on UCNA/Deferred errors again
  x86/mce: Remove mce_inject_log() in favor of mce_log()
  x86/mce: Pass MCE message to mce_panic() on failed kernel recovery
  x86/mce/therm_throt: Mark throttle_active_work() as __maybe_unused
",,,,,,12_may_2021_mp_not_refactor_commits
tektoncd/pipeline,2ba5fe169d6b085910b9a94a2a8bdc4e9d2ba88d,"Update plumbing dep to update google/go-licenses

This might be the cause of unexpected behavior in
https://github.com/tektoncd/pipeline/pull/3355

Also run `go mod tidy`
",,,,,,12_may_2021_mp_not_refactor_commits
rockstor/rockstor-core,05bd886c7c924fdfae46bfc01c40b39f4f1abf34,"prepare handlebar helper to display apm levels humanized #885

To aid with upstream changes where refactoring has split
the helper we use currently into many smaller ones like this.
",,,,,,12_may_2021_mp_not_refactor_commits
openSUSE/libstorage-ng,ed7faeb1b466f9e2c17479b7431a6f338ed6e88d,"Translated using Weblate (Polish)

Currently translated at 100.0% (402 of 402 strings)

Translation: libstorage/ng master
Translate-URL: https://l10n.opensuse.org/projects/libstorage/ng-master/pl/
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,438b43bdb95d3189e0098919f321c014ed71f410,"gve: Fix case where desc_cnt and data_cnt can get out of sync

desc_cnt and data_cnt should always be equal. In the case of a dropped
packet desc_cnt was still getting updated (correctly), data_cnt
was not. To eliminate this bug and prevent it from recurring this
patch combines them into one ring level cnt.

Signed-off-by: Catherine Sullivan <c0bbb9c12bcdca57caa4e39cdb9b3a4855772d4e@google.com>
Reviewed-by: Sagi Shahar <c77e3a234950c025d2e4610369359149a99ae37a@google.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,12_may_2021_mp_not_refactor_commits
