repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
chromium/chromium,a5ddf8dd8cc4970137a2cd0fc7d4ab9fdf363385,Disable ExtensionDisabledGlobalErrorTest.UninstallWhilePromptBeingShown on mash single process,"

Tbr: 260f5074942ca36dab941199ff6b19fcaa26ccde@chromium.org
No-Try: true
Bug: 883371
Change-Id: I8d3306719c3e74db0dd806f01c6a15011b436a7c
Reviewed-on: https://chromium-review.googlesource.com/1222281
Reviewed-by: Adithya Srinivasan <5d2a45e7505d0f3e0a9674785f43c19bda77f687@chromium.org>
Commit-Queue: Adithya Srinivasan <5d2a45e7505d0f3e0a9674785f43c19bda77f687@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#590781}",False,,,,,,,comsum_random_batch_12_july_2021,86,False
tprrt/linux-stable,2663218ba6e3dd6f27df9664e00fa3eb63be3a3f,ima: Simplify policy_func_show.,"

If the func_tokens array uses the same indices as enum ima_hooks,
policy_func_show can be a lot simpler, and the func_* enum becomes
unnecessary.

Also, if we use the same macro trick used by kernel_read_file_id_str we can
use one hooks list for both the enum and the string array, making sure they
are always in sync (suggested by Mimi Zohar).

Finally, by using the printf pattern for the function token directly
instead of using the pt macro we can simplify policy_func_show even further
and avoid needing a temporary buffer.

Signed-off-by: Thiago Jung Bauermann <48c20631d9d9c584328e9b264d2ada7d3194bf6c@linux.vnet.ibm.com>
Signed-off-by: Mimi Zohar <f02992f7c171053741caa6b515d9896745b37477@linux.vnet.ibm.com>
",False,,,,,,,comsum_random_batch_12_july_2021,532,False
inveniosoftware/invenio,5e7ab76014eb0774658074a6ed439aa04fa244ed,Merge branch 'sam/robot-login',"

* sam/robot-login:
  WebSession: improved exception reports
  WebAccess: new robot external login method

* Please note that this branch removes Apache user and Apache group
  authentication facilities for WebAccess RBAC system.  (Doc updated.)

* Please note that development sites using master branch should run:

    $ python
    >>> from invenio.access_control_firerole import repair_role_definitions
    >>> repair_role_definitions()
    >>> quit()

  when deploying this commit.

Conflicts:
	modules/webaccess/lib/access_control_config.py
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
chromium/chromium,19c9bbca8466c4d77d797fa3ef812b3ab2f30d8f,Add Mojo shared file in mojo_bindings_resources.grd,"

Make mojo share files are served by chrome://resources
Update all current clients to use that URL instead of registering these
separately in every WebUI data source.

Bug: 933595
Change-Id: Ie512e3d457329298fed73a70b3c40534968f93e6
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1492752
Commit-Queue: Nancy Li <75d1eae50692fe1e75f263dbfd52feffc9e7984f@google.com>
Reviewed-by: Ken Rockot <26709e9d68a4d5a018b836f69582d8d0f969984e@google.com>
Reviewed-by: Demetrios Papadopoulos <5fc99dc5a589535ee93f374a9f7df4a885d5f265@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#637804}",False,,,,,,,comsum_random_batch_12_july_2021,181,False
JetBrains/intellij-community,d489bfccc683d0aff6d1d8ab1210a34e73dc66cb,vcs: new ChangesBrowser implementation,"

* simplify available API
* completely move data manipulation to the implementations
* prefer listeners to the explicit ""refresh changes"" callbacks
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
react-bootstrap/react-overlays,e280992ef1a93629e542f0fac89321df79a1a871,chore(deps-dev): bump gatsby from 2.15.18 to 2.15.19 in /www,"

Bumps [gatsby](https://github.com/gatsbyjs/gatsby) from 2.15.18 to 2.15.19.
- [Release notes](https://github.com/gatsbyjs/gatsby/releases)
- [Changelog](https://github.com/gatsbyjs/gatsby/blob/master/CHANGELOG.md)
- [Commits](https://github.com/gatsbyjs/gatsby/compare/gatsby@2.15.18...gatsby@2.15.19)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",False,,,,,,,comsum_random_batch_12_july_2021,305,False
nwjs/chromium.src,1e6f06133e0a2976a5c08ab5a50d081e00e81685,2010-05-12  Dirk Pranke  <dpranke@chromium.org>,"

        Reviewed by Nate Chapin.

        Expectations fix and new chromium baselines resulting from the
        input type=search change in r58313.

        https://bugs.webkit.org/show_bug.cgi?id=38965

        * platform/chromium-linux/fast/forms/placeholder-pseudo-style-expected.checksum:
        * platform/chromium-linux/fast/forms/placeholder-pseudo-style-expected.png:
        * platform/chromium-linux/fast/forms/search-vertical-alignment-expected.checksum:
        * platform/chromium-linux/fast/forms/search-vertical-alignment-expected.png: Added.
        * platform/chromium-win/fast/forms/search-vertical-alignment-expected.checksum:
        * platform/chromium-win/fast/forms/search-vertical-alignment-expected.png: Added.
        * platform/chromium/test_expectations.txt:
        * platform/mac/fast/forms/search-zoomed-expected.checksum:
        * platform/mac/fast/forms/search-zoomed-expected.png:

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@59278 bbb929c8-8fbe-4397-9dbb-9b2b20218538",False,,,,,,,comsum_random_batch_12_july_2021,921,False
matrix-org/matrix-appservice-irc,f8ec915f42df165306b44adf1db8a6bbcd4e6f76,Code review response:,"

 - Removed homeserver_domain as it is not used
 - Use membership state API, as Synapse doesn't pass the reason on /kick
 - Handle non JSON body error responses
 - Improved logging
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
edgedb/edgedb,c2c3db76425e8f45bbab12d15485a42a713397a3,compiler: Add support for inserting link properties via sub-selects,"

It is now possible to insert link properties by including an
appropriately named computable in the shape returned by the link
sub-select:

    INSERT
        Obj1 {
            link := (SELECT
                Obj2 {
                    @prop := 'prop value'
                }
            )
        }
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
dslutz/qemu,8c04ba55f91c8379c512d12d121cc9c1e1f9c755,change qemu_run_timers interface,"

Signed-off-by: Paolo Bonzini <69d3ebcf5ee4e7f05a50dc23cd96655b730804b4@redhat.com>
Signed-off-by: Anthony Liguori <0212dd00c21e75e861d960b0cf505645317aaa0b@us.ibm.com>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
tprrt/linux-stable,bc9c1933d9db227d991736382ddca21ed520c0ea,KVM: PPC: Fix SPRG get/set for Book3S and BookE,"

Previously SPRGs 4-7 were improperly read and written in
kvm_arch_vcpu_ioctl_get_regs() and kvm_arch_vcpu_ioctl_set_regs();

Signed-off-by: Alexander Graf <3ad82b0c937b9aa51276120cedd545efc822be04@suse.de>
Signed-off-by: Peter Tyser <9bf1de3f247c5d3b495d8f9e25a7c0f96dce3ad4@xes-inc.com>
Signed-off-by: Marcelo Tosatti <958bcd1f4a7a8c36dca09fe3fa9cb5f1483adf51@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,127,False
google/llvm-propeller,5b145205b5f905cf28d37e4f38ea5132e0ac8485,[msan] Fix second parameter in MsanReallocate from previous commit.,"

It's wrong to pass to MsanReallocate a pointer that MSan allocator doesn't own.
Use nullptr instead of ptr to prevent possible (still unlikely) failure.

llvm-svn: 282390
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Homebrew/homebrew-core,75516431f7b3266cfc946bd4399123f06c887867,phantomjs: add openssl dep,"

Taps OpenSSL at runtime, but taps the system version instead of ours.
This fixes that and forces a recompile.

Closes Homebrew/homebrew#32076.

Signed-off-by: Jack Nagel <43386ce32af96f5c56f2a88e458cb94cebee3751@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,146,False
zaproxy/zap-extensions,e23778cd7e47e4c5470474efe8ae85fb1fad01a0,testutils: remove support for older ZAP versions,"

Remove test setup required for older ZAP versions, all the add-ons are
now targeting 2.9.0.

Signed-off-by: thc202 <43af82ef30812a20fbcf38b99a6f72cdd3a89ac1@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,95,False
hughsie/PackageKit,cc52ca053ed3faf03a97a114674934d8ceb9685d,client: fix precedence when assigning strings to a *GStrv,"

Signed-off-by: Jonny Lamb <54cd04502facfcf96b325c60af9b1611ee761860@gnome.org>
Signed-off-by: Richard Hughes <320bca71fc381a4a025636043ca86e734e31cf8b@hughsie.com>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
gluon-lang/gluon,22fc6b95ef50501a4a346b37fd8d0dd6bd90ec10,feat: Change `case ... of` to `match ... with`,"

As most of the current expression syntax is taken from f# and OCaml (or SML if you will), it makes little sense to differ in this case only (no pun intended)
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,eab82533c972bf932434b69bbb71c6724d863ef7,dmaengine: PL08x: re-jig the starting of txds,"

Rather than code the de-queue of the txd several times, move that into
the start_txd function.  Rename this to better illustrate what it's
now doing, and call this function when starting a delayed memcpy().

Acked-by: Linus Walleij <9cd9d802d23c0ed5e224beabf4ae4a5c478746ef@linaro.org>
Tested-by: Linus Walleij <9cd9d802d23c0ed5e224beabf4ae4a5c478746ef@linaro.org>
Signed-off-by: Russell King <f6aa0246ff943bfa8602cdf60d40c481b38ed232@arm.linux.org.uk>
",False,,,,,,,comsum_random_batch_12_july_2021,210,False
MaharaProject/mahara,83f7316c17484e949a171f8c3b24c4c7c71decba,Install googleapps on upgrade,"

Bug #785703

Change-Id: Ib4e9208250bbe150927ce8b692fa27ff5b63c2aa
Signed-off-by: Hugh Davenport <a6c5230a10c458028ff1bd5985dd47c394028d47@catalyst.net.nz>
",False,,,,,,,comsum_random_batch_12_july_2021,15,True
dracutdevs/dracut,f6458b80eff262d1fc6751d3864d72d15e3fadb3,lvm_scan: use '--ignoremonitoring' rather than '--monitor n',"

lvchange and vgchange '--monitor n' will not prevent lvm from
attempting to dlopen the libdevmapper-event library.

dracut git commit 47ab3b6c5e introduced the use of '--monitor n' but
'--ignoremonitoring' is needed now that the libdevmapper-event library
isn't copied into the initramfs (ever since 0fae59d6eb3)

Signed-off-by: Mike Snitzer <85e533f2e78486213c4d69f71462342ec0c62734@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,316,False
tprrt/linux-stable,5e44465ccf7a6f088a7e94856d49ebecda12083f,media: staging/ipu3-imgu: Address documentation comments,"

Address comments on the documentation after Yong's original patch.

Signed-off-by: Sakari Ailus <8d98c2be02a446df653daa2c00496b87f3f016e4@linux.intel.com>
Signed-off-by: Mauro Carvalho Chehab <2234982b3bf53333e9bb75380c4c52a007d1ce59@kernel.org>
",False,,,,,,,comsum_random_batch_12_july_2021,70,False
bronzehedwick/chrisdeluca,bad70623adf25ffe093452d76f1cca566f5e4548,Remove read more links from listings,"

The read more links are confusing for screen readers, and provide
redundant value for sighted users.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Homebrew/homebrew-core,50728ebdcb0546e33792771cfc081e8601056443,gdal 3.1.2,"

Closes #57632.

Signed-off-by: Thierry Moisan <8bf87a6c4caed0437859f8c8fafc6782533e4540@gmail.com>
Signed-off-by: BrewTestBot <8a898ee6867e4f2028e63d2a6319b2224641c06c@users.noreply.github.com>
",False,,,,,,,comsum_random_batch_12_july_2021,18,True
namhyung/uftrace,827f38db74c00079c853d16151c187658b0ed5a0,report: Merge entries have same name,"

Multiple entries can have same name because they might be from different
library (--nest-libcall), same binary but different session or C++ name
demangling.  It'd be better merging them and show as a single item.

Closes #154.

Signed-off-by: Namhyung Kim <5c915a589b3ddf58cebf14bec41bcc143b37ac3c@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,230,False
endlessm/eos-event-recorder-daemon,05fd0134fec7aba85888707d1354a75e7338a913,collector: Wrap all calls to systemctl into one function,"

Instead of calling subprocess.run(systemctl, ...) everywhere, let's
create a function for that (and drop os.system which is obsolete).

Also, we don't need to check if the unit is running before trying to
stop it, but we should only try to start it after the operation if it
was running before.

https://phabricator.endlessm.com/T30684
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
hashicorp/terraform,898b459a03e7ffd904d28b92737bf96a03e6d22b,configs: Error on invalid required_providers attrs,"

A few users have recently been confused about the purpose of the
required_providers objects, adding provider configuration parameters in
addition to version and source. This previously did not cause an error
so would result in a confusingly distant failure.

This commit adds a single diagnostic for any required_providers object
which includes attributes other than version or source.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Elyx0/react-native-document-picker,6272bd6638630f5bd1c327d49d1babae29c07d53,Use createChooser on Android API level 18,"

Android API level 18 doesn't have a combined document picker, the intent opens apps directly. When the user chooses an app to use the intent with and uses the ""Always"" option they will not be able to pick a document from a different application in the future.

A chooser intent forces the choose window to always let you choose the app to pick documents from instead of going directly to one app all the time.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,291e4ae736bbae92f47a617ea8028a6e3713bdbe,Update a suppression after splitting NavigationEntry.,"

BUG=chromium:73299, chromium:101335, chromium:104998
TEST=memory waterfall becomes greener
TBR=oshima@chromium.org, jam@chromium.org

Review URL: http://codereview.chromium.org/9049015

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@116315 0039d316-1c4b-4281-b951-d872f2087c98
",False,,,,,,,comsum_random_batch_12_july_2021,188,False
ReactiveX/rxjs,33c9c8cf7e247d4ad4d7318bfd02e8e5bedb0f40,fix: don't execute rescheduled animation frame and asap actions in flush (#5399),"

* test: add failing animationFrameScheduler test

* test: add failing asapScheduler test

* fix: don't execute rescheduled animation frame actions

Closes #4972 and #5397

* fix: don't execute rescheduled asap actions",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
chromium/chromium,f96c15ec7e86902cde770cfb5c38a2ab65638916,"[Translate] When source and target language match, translate using Unknown source language","

Add INITIATION_STATUS_IDENTICAL_LANGUAGE_USE_SOURCE_LANGUAGE_UNKNOWN to the
TranslateInitiationStatus histogram to track this. Also deprecate the
IDENTICAL_LANGUAGES error in TranslateErrors.

Bug: 1015683,971832
Change-Id: Ic785c6129168cbeba8e60a7573ae1ae10d072203
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1915094
Commit-Queue: Megan Jablonski <2bd86b782db71ca19730b2a5c55f00fa74fcf2f7@chromium.org>
Reviewed-by: anthonyvd <ff8af36a8fb556082e912256c407b9b5359cc146@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#716248}
",False,,,,,,,comsum_random_batch_12_july_2021,215,False
piskvorky/smart_open,7b2c87928c521f8702692e5c56453858cafecaab,Enable compressed formats over http. Avoid filehandle leak. Fix #109 and #110. (#112),"

* Better support for custom S3 servers.

This patch adds support for custom S3 servers in the connection string.
It also adds explicit support for setting the server port, and whether
or not to use SSL, both as paramaters to the smart_open function as
well as within the connection string.

These changes are neccessary to be able to connect to s3proxy and
other custom s3 servers which don't run on the default port,
or neccessarily use SSL.

* Fix unit tests

* updated README.rst with new s3 mode.

* Added a new unit test for the unsecured calling form

* Updated style and unit test.

* Check that the port argument isnt normally passed.

* Add generic HTTP and HTTPS streaming support.

Adds support for opening vanilla HTTP and HTTPS addresses.
Supports efficient streaming, gzip and bz2 compression,
as well as Kerberos and username/password (basic) http
authentication.

* removed previous merge artifact;

* Raise exception instead of returning it :/

* Raise http exceptions properly

* neccessary import

* python 3 compatibility

* Reverted make_closing -> closing

We still want to maintain Python 2.6 compatibility,
so don't rely on contextlib.closing.

* Refactor the code to get the Python version

* Refactored the GZfile and BZ2File compression wrappers.

* Refactored HttpOpenRead unit tests.

Now they don't require internet access, and will test for
Basic authentication in the HTTP header.

* Clean up http unit tests.

http => https, and remove old versions of the tests.

* Cosmetic changes and doc updates.

* Re-use the open filehandle rather than open a new one.

This allows one to use any filehandle-like object instead of
just local posix. It also avoids unneccessary filesystem syscalls.

* merge artifact

* Add unit tests for compressed httpd reads.

This breaks out the http tests into their own test class.

Also fixed a few behaviors in the HttpReader uncovered by
the new tests (yay).

* fixed import for python3

* removed stray import

* Handle some python3 byte vs unicode incompatibilityes.

Works now on Python 2 as well as Python 3.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,234cd78265fdc3965626d10b14d37e8b09b39c86,Replace deprecated base::NonThreadSafe in chrome/browser/extensions in favor of SequenceChecker.,"

Note to crash team: This CL is a refactor and has no intended behavior change.

This change was scripted by https://crbug.com/676387#c8.

... and then replaced by DCHECK_CURRENTLY_ON(UI) per request.

Which forced a fix to .../chromeos/printing/printers_manager_unittest.cc
as its TestBrowserThreadBundle was initialized too late for TestingProfile's
constructor (which would now crash in DCHECK_CURRENTLY_ON()), switched to
using proper member stack ordering instead of trying to do more or less
that but not quite correctly with heap allocations.

BUG=676387
This CL was uploaded by git cl split.

Review-Url: https://codereview.chromium.org/2912003002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#476061}
",False,,,,,,,comsum_random_batch_12_july_2021,602,False
samuelcolvin/pydantic,6320d8ca7c66296ce3452fe7db48801a6bd17c4a,Bump pytest from 5.1.2 to 5.1.3 (#829),"

Bumps [pytest](https://github.com/pytest-dev/pytest) from 5.1.2 to 5.1.3.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/master/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/5.1.2...5.1.3)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",False,,,,,,,comsum_random_batch_12_july_2021,297,False
redhat-openstack/rdoinfo,5abe806dd58d68e605b6e355a48065e94138e11c,Bump httpcore to 0.10.2,"

https://github.com/encode/httpcore/commit/4b0ee6f79bc12429f1baea098a75e04a8801409c
adds `UnsupportedProtocol` exception needed for octavia tempest
plugin.

Change-Id: I43115204d03f30b4fb21bccfb860d80e58642e4d
Signed-off-by: Chandan Kumar (raukadah) <37614c4f126be5146599b9d19fe2ba37ae0ea495@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,158,False
tprrt/linux-stable,8cdb992f0dc36d6382840b1a6320e0c327a7d644,net: hns3: refine the handle for hns3_nic_net_open/stop(),"

When triggering nic down, there is a time window between bringing down
the protocol stack and stopping the work task. If the net is up in the
time window, it may bring up the protocol stack again.

This patch fixes it by stop the work task at the beginning of
hns3_nic_net_stop(). To keep symmetrical, start the work task at the
end of hns3_nic_net_open().

Signed-off-by: Jian Shen <a06d2551b39728f87e569ef3a35573e1a340ba44@huawei.com>
Signed-off-by: Peng Li <048e0b0cf49ef91b33f2798dd98b66f3ce6499c6@huawei.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",False,,,,,,,comsum_random_batch_12_july_2021,360,False
meetecho/janus-gateway,898682062bf48645a273ef609fdf6a20c87b182e,User talking (#2158),"

Per-user override of global room values of audio_active_packets and audio_level_average (AudioBridge and VideoRoom)",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
f-droid/fdroiddata,a10a4f4266fac5237cdd5402ccbcb32374daf829,Merge branch 'master' into 'master',"

Corrected meta-data for com.traffar.dot_race

I am sorry, the last time I pushed wrong links in meta data for dot_race.

See merge request !394
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,7883be96637a7401a730748fdd15fc7daa076c5d,	Make sure we have a FormsDelegate installed with NOP behavior if our client 	does not set one.  Editing forms was broken for Ed by the introduction 	of the new FormDelegate.,"

        Reviewed by Darin.

        * WebKit.pbproj/project.pbxproj:  Added new header file.
        * WebView.subproj/WebControllerPrivate.m:
        (-[WebController _formDelegate]):  Use shared delegate if none set yet.
        * WebView.subproj/WebFormDelegatePrivate.h:  New header.
        * WebView.subproj/WebFormDelegate.h:  Nit cleanup.
        * WebView.subproj/WebFormDelegate.m:
        (+[WebFormDelegate _sharedWebFormDelegate]):  New method to return a shared
	NOP implementation.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@3616 bbb929c8-8fbe-4397-9dbb-9b2b20218538",False,,,,,,,comsum_random_batch_12_july_2021,501,False
tprrt/linux-stable,d40f833630a1299fd377408dc8d8fac370d621b0,"x86, boot: Restrict CFLAGS for hostprogs","

Currently tools/build has access to all the kernel headers in
$(srctree). This is unnecessary and could potentially allow
tools/build to erroneously include kernel headers when it should only
be including userspace-exported headers.

Unfortunately, mkcpustr still needs access to some of the asm kernel
headers, so explicitly special case that hostprog.

Cc: H. Peter Anvin <8a453bad9912ffe59bc0f0b8abe03df9be19379e@zytor.com>
Signed-off-by: Matt Fleming <b02f0790d66a0f0a6b369873bf6df37420fbe5dd@intel.com>
Link: c400d60710b63842ceb328f5a3ff8d3b56f99328@console-pimps.org
Signed-off-by: H. Peter Anvin <8a453bad9912ffe59bc0f0b8abe03df9be19379e@zytor.com>
",False,,,,,,,comsum_random_batch_12_july_2021,429,False
gem/oq-engine,9c689cce615dc166c7d87075cce0f175fd5f96e7,"Made sure that the generate XML output is ordered, so that the quality test has a reproducible output","


Former-commit-id: 7af6c8fd123e59d6e326e2bcf563084489778483 [formerly c338f65a9472531d35ff64c4e39dcbe3114cb714]
Former-commit-id: 3a6bf0c2cba77bbdf48a2e5c4854574e42b077de",False,,,,,,,comsum_random_batch_12_july_2021,3,True
CTSRD-CHERI/u-boot,41a9fab8dac841afb70a059668abaf14d47cdf59,mmc: mv_sdhci: fix uninitialized pointer deref on probe,"

Since commit 3d296365e4e8 (""mmc: sdhci: Add support for
sdhci-caps-mask"") sdhci_setup_cfg() expects a valid sdhci_host mmc
field. Move the mmc field initialization before sdhci_setup_cfg()
call to avoid crash on mmc pointer dereference.

Fixes: 3d296365e4e8 (""mmc: sdhci: Add support for sdhci-caps-mask"")
Cc: Faiz Abbas <d34117b2c1ff4e5ae357ddac5bceed40fda99e76@ti.com>
Signed-off-by: Baruch Siach <53ccad33e0625915318fb3bc832e5c1c413d1294@tkos.co.il>
",False,,,,,,,comsum_random_batch_12_july_2021,373,False
nwjs/chromium.src,c4580e7e30e66a06a71ff260579c299fe1e625d1,Disable URLRequest FTP tests on Fuchsia,"

FTP is not compatible with RemoteTestServer, so these tests have to be
disabled on Fuchsia as they were disabled on Android.

Bug: 495220, 731302
Change-Id: I585669ccee2d3fbd11a130bd38d84b32437a3477
Reviewed-on: https://chromium-review.googlesource.com/662960
Commit-Queue: Sergey Ulanov <8a30473e5cf3b93eac32943832fa7a9609291d70@chromium.org>
Reviewed-by: Matt Menke <db2b536c538f3dbd8e890e06e08bcb9ec34adf6d@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#501798}",False,,,,,,,comsum_random_batch_12_july_2021,148,False
chromium/chromium,9803c0eb2761892ad1e6826f80a1b3597d6cea67,[media] Fix video to canvas GPU-CPU race.,"

VideoFrames marked with VideoFrameMetadata::READ_LOCK_FENCES_ENABLED
must be retained until all reads have been completed. Such frames are
produced when software frames are uploaded to GpuMemoryBuffers. The
VideoResourceUpdater handles this, but PaintCanvasVideoRenderer
implemented only sync tokens.

As a result, WebGL reads of software-decoded frames can tear when the
storage is reused for later frames.

This CL adds a GL_COMMANDS_COMPLETED_CHROMIUM query after each potential
VideoFrame read in PaintCanvasVideoRenderer, and retains a reference to
the VideoFrame until it completes. This ensures that the memory is not
reused until after the reads complete in the GPU process.

Bug: 819914
Change-Id: I3e6e5f83cff86beedbd76a406aa31c4eb84a0929
Reviewed-on: https://chromium-review.googlesource.com/1244835
Reviewed-by: Ted Choc <fdab362c6eab457746484b519392cd01a4f71737@chromium.org>
Reviewed-by: Pavel Feldman <e1161d7019a0d5c7981e3c3ffc69c76f4b09679a@chromium.org>
Reviewed-by: Sunny Sachanandani <bebb08c8c2eff8f32c2eb603b2b1c4827c778be6@chromium.org>
Reviewed-by: Antoine Labour <9b5adc77717fb53f6e082b29cd49aa0d7f0ce7f0@chromium.org>
Commit-Queue: Dan Sanders <20f9a73d1f97801b54f0f696ccf29663988105ce@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#594900}",False,,,,,,,comsum_random_batch_12_july_2021,698,False
spotbugs/spotbugs,1222a1ceac71ec0a0dc38059850973a46131932e,Fix for sourceforge bug 1815013; restrictured things so that constructors are examined by analyzeMethod along with other publicly-reachable functions.  They are treated as locked w/r/t 'this'.,"

http://sourceforge.net/tracker/index.php?func=detail&aid=1815013&group_id=96405&atid=614693

git-svn-id: e7d6bde23f017c9ff4efd468d79d66def666766b@9022 eae3c2d3-9b19-0410-a86e-396b6ccb6ab3
",False,,,,,,,comsum_random_batch_12_july_2021,95,False
dart-lang/sdk,0a32c6b2907256fa6560e00b87edc45252d9a970,Status page diagnostics for elements and docs.,"

Related to profiling the cost of storing element docs but the element counts themselves are generally interesting.

Background: https://github.com/dart-lang/sdk/issues/23694

R=brianwilkerson@google.com

Review URL: https://codereview.chromium.org/1537503002 .
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Azure/azure-sdk-for-net,768bb19d6ddf51bf5923426abdf0d432432bab97,AutoPr-Cdn-hytao-REST Spec PrNumber 5850 (#6088),"

* .NET SDK Resource Provider:'Cdn'
REST Spec PR 'https://github.com/Azure/azure-rest-api-specs/pull/5850'
REST Spec PR Author 'hytao'
REST Spec PR Last commit

* .NET SDK Resource Provider:'Cdn'
REST Spec PR 'https://github.com/Azure/azure-rest-api-specs/pull/5850'
REST Spec PR Author 'hytao'
REST Spec PR Last commit

* .NET SDK Resource Provider:'Cdn'
REST Spec PR 'https://github.com/Azure/azure-rest-api-specs/pull/5850'
REST Spec PR Author 'hytao'
REST Spec PR Last commit
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
FDio/vpp,df40cb5b5084f59ad8699f167192221955433a64,devices: pipe API cleanup,"

Use consistent API types.

Type: fix

Signed-off-by: Jakub Grajciar <80f619e109c6efd382b3a6accd36cbd33d9669a2@cisco.com>
Change-Id: Ifd62207048d125bec18b3a728590ac540dcafe5e
",False,,,,,,,comsum_random_batch_12_july_2021,40,False
concrete5/concrete5,f39fd8624693779cd91ef1dc7e108b495043b2e4,"Index arLayoutID added for very common filter, compounded with arLayoutColumnIndex for the orderBy","

Index arID added for filtering and potentially joining to the area table

Index arLayoutColumnDisplayID indexed to improve performance on MAX() function


Former-commit-id: ef9be329ab600c545316f9a145926f74f1167dd8",False,,,,,,,comsum_random_batch_12_july_2021,157,False
phacility/arcanist,80691e0a66464aa280ba45121811b08015e41d8a,Add a linter rule for modifier ordering,"

Summary: Fixes T7417. Adds `ArcanistXHPASTLinter::LINT_MODIFIER_ORDERING` for ensuring that method/property modifiers (`public`, `protected`, `private`, `static`, `abstract` and `final`) are consistently ordered. The modifier ordering that is enforced is consistent with [[http://www.php-fig.org/psr/psr-2 | PSR-2]].

Test Plan: Added unit tests.

Reviewers: epriestley, #blessed_reviewers

Reviewed By: epriestley, #blessed_reviewers

Subscribers: Korvin, epriestley

Maniphest Tasks: T7417

Differential Revision: https://secure.phabricator.com/D12421
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
