repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
alphagov/manuals-publisher,0e13bb560e2b80c025b702bb9a97555ec3a11270,"Make ManualRecord#latest_edition aware of in-memory editions

It seems that with an embedded relationship doing .order_by on the
editions for a manual_record would look at in-memory editions, whereas
with a separate collection relationship the .order_by does a DB call
and ignores the already loaded editions relationship and thus any
unsaved instances.  Like those created by
ManualRecord#build_draft_edition.

To get round this we memoize ManualRecord#latest_edition - it still
uses .order_by on the editions if the value hasn't been set, but whenever
we call build_draft_edition we set the latest_edition value to be the
draft that we build.  This'll obviously break if we ever build new
editions not via this API, but it doesn't look like there is anywhere
that we do, so we're safe.

We also have to add an after_save callback to the manual record to save
the latest edition if it is present, and if it has changes that need
saving.  We clear it when we do this, just in case.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
IdentityServer/IdentityServer4,58fb045a5391a0688d1b9f55c9235a75fe2350ed,"text readme refer to a broken link (#2840)

* Update specs.rst

* text readme refer to a broken link

the link should point to the master branch
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
radiasoft/sirepo,82e2ef7ad2fdd150b0af23557bcf3f7c57cd842b,"Issue/1356 simulation href (#1458)

* Nav method to get path to simulation
* Correct href when hover or copy link for simulation
* Fix open link href
* Add missing semicolon
* Fix list view href
* Pass in only simulationId to simulationURL method
* Add spaces around { and } to match coding style
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,61b2c8b8525e905784cfb5e235efea13f77b3c87,"This broke the build with a compilation failure:

https://ci.chromium.org/buildbot/chromium.chrome/Google%20Chrome%20ChromeOS/49396

Revert ""Add chrome enterprise logo in the theme_resources.grd""

This reverts commit 86dafb90887f991db3625431f91208b9b0b7d01e.

Reason for revert: <INSERT REASONING HERE>

Original change's description:
> Add chrome enterprise logo in the theme_resources.grd
> 
> The logo is located in
> default_100_percent/google_chrome
> default_200_percent/google_chrome
> 
> Bug: 838156
> Change-Id: Id300ef64e70cdc92bcdbad89b5aad00bc5bbd777
> Reviewed-on: https://chromium-review.googlesource.com/1042491
> Reviewed-by: Greg Thompson <grt@chromium.org>
> Commit-Queue: Owen Min <zmin@chromium.org>
> Cr-Commit-Position: refs/heads/master@{#556093}

TBR=zmin@chromium.org,grt@chromium.org

Change-Id: I70621ad525fd9a1c2ced334ba35ab4d48c731f1c
No-Presubmit: true
No-Tree-Checks: true
No-Try: true
Bug: 838156
Reviewed-on: https://chromium-review.googlesource.com/1044685
Reviewed-by: Jonathan Ross <e9c70bc7206746b5bf0d76d2d89b2fc9653940f2@chromium.org>
Commit-Queue: Jonathan Ross <e9c70bc7206746b5bf0d76d2d89b2fc9653940f2@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#556096}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
facebookexperimental/eden,b6d4017a84fac7f01e8bb01be92ebcea501b26c5,"amend: prevent loss of bookmark on failed amend

The active bookmark were moved to the temporary commit. When the transaction
were rollbacked, the bookmark were lost.

We now temporarly disable the bookmark to prevent this effect.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/arrow,6c6754aa5fb840466dfd618ca5b6ae7ca72ebbfa,"ARROW-6920: [Packaging] Build python 3.8 wheels

adds python3.8 wheels

as far as I can tell python3.8 isn't available for Conda yet (https://github.com/conda-forge/python-feedstock/pull/274), so that's will have to be added later

Closes #5685 from sjhewitt/arrow-6920 and squashes the following commits:

feac49470 <Sutou Kouhei> Add a TODO comment
908a39648 <Sutou Kouhei> Check Docker version for debug
43833a3da <Sutou Kouhei> Add Python 3.8 support to package metadata
f3f9bfad9 <Krisztián Szűcs> Install tensorflow for 32 bit unicode width py27
cd9ae83b1 <Sutou Kouhei> Install TensorFlow for Python 2.7 manually
5293f2bf7 <Sutou Kouhei> Pin base image and remove needless virtualenvs
344eecd71 <Sutou Kouhei> Use apache/arrow-dev again
99cad413d <Sutou Kouhei> Use the uploaded image
f0c8e6927 <Sutou Kouhei> Link to libpython only on Windows
260fa7930 <Sutou Kouhei> Add a missing empty line
52761b413 <Sutou Kouhei> libpython.so may not exist
5e5977eb3 <Sutou Kouhei> Don't link to other Python libraries on non Windows
e047d54d6 <Sutou Kouhei> Don't use local function
10dac6741 <Terence D. Honles> move plasma subprocesses to top level functions
da300ac20 <Sutou Kouhei> Don't use TTY
c4526d87f <Sutou Kouhei> Use more recent numpy
7ace0cb03 <Sutou Kouhei> Ensure using the latest image
655f88c45 <Sutou Kouhei> Use Azure Pipelines instead of Travis CI
2ef6213fc <Sutou Kouhei> Use ""call conda.bat activate/deactivate""
1c8427ea4 <Sutou Kouhei> Use conda without call
99251eaba <Sutou Kouhei> Use ""conda activate/deactivate""
f403b6fe3 <Sutou Kouhei> Use the latest multibuild
c81884017 <Sutou Kouhei> Remove m suffix
e9f14087f <Sutou Kouhei> Set up Python 3.8
2ab67322b <Simon Hewitt> ARROW-6920:  Build python 3.8 wheels

Lead-authored-by: Sutou Kouhei <73218711cdd5d5c30ac66da3cc4d9d9204caf34b@clear-code.com>
Co-authored-by: Terence D. Honles <1a08d84b050968de913c859c1eecc9e54b677b4f@honles.com>
Co-authored-by: Krisztián Szűcs <6bab32dc957a05a87930e779f272342e159326fa@gmail.com>
Co-authored-by: Simon Hewitt <7dd9b33881225c7ac41dce30c1447db47c41d4af@sjhewitt.co.uk>
Signed-off-by: Sutou Kouhei <73218711cdd5d5c30ac66da3cc4d9d9204caf34b@clear-code.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,9aa5b0181bdf335f0b731d8502e128a862884bcd,"drivers/char/i8k.c: add Dell XPLS L421X

Addresses https://bugzilla.kernel.org/show_bug.cgi?id=60772

Signed-off-by: Alan Cox <91e38e63b890fbb214c8914809fde03c73e7f24d@linux.intel.com>
Reported-by: Leho Kraav <8c39070891cef7ac3ddcd99d9a5708cda84cec0c@kraav.com>
Cc: stable <4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@vger.kernel.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@linuxfoundation.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,e5069744b1a085215388fb8dd694829e35fc146d,"Update OOBE fonts

Bug: 1000606
Change-Id: I35cb734412924fa0a315063c5ca80556f6bb40fd
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1863094
Commit-Queue: Denis Kuznetsov <116237dc3872a5ee1ec9580b99e864e658fcee9e@chromium.org>
Commit-Queue: Roman Sorokin [CET] <a71305a62da55771dc70eefcf3da775a81678177@chromium.org>
Reviewed-by: Roman Sorokin [CET] <a71305a62da55771dc70eefcf3da775a81678177@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#706962}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
go-gitea/gitea,fb5c6b644460f94acb8976ad35165230b9d47fb2,"Import docs into main repository (#2874)

* import docs into main repository

Signed-off-by: Matti Ranta <ff3785bfdd6690916cd886199c6b899e5f93e2e2@mdranta.net>",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,e4fd47c23ea91ba72481d7d7f2a31a763459c7e3,"IndexedDB: Bounds check for IDBCursor.advance() incorrect
https://bugs.webkit.org/show_bug.cgi?id=100014

Reviewed by Tony Chang.

Source/WebCore:

Fix introduced by trac.webkit.org/changeset/131658 restricted cursor.advance()'s argument
as [EnforceRange] unsigned long long, but it's typed as [EnforceRange] unsigned long; the
useless comparison was caught by a clang check.

In lieu of webkit.org/b/96798 make it long long and correct the range check.

Test: storage/indexeddb/cursor-advance.html

* Modules/indexeddb/IDBCursor.cpp:
(WebCore::IDBCursor::advance):
* Modules/indexeddb/IDBCursor.h:
(IDBCursor):
* Modules/indexeddb/IDBCursor.idl:

LayoutTests:

Assert that advance(2^32) throws and advance(2^32-1) does not, per WebIDL.

* storage/indexeddb/cursor-advance-expected.txt:
* storage/indexeddb/resources/cursor-advance.js:
(testBadAdvance.advanceBadly):
(testBadAdvance):
(testEdges.request.onsuccess):
(testEdges):


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@132140 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/llvm-propeller,6a81d3026945c39db6371afad39823ab85795bde,"Remove variable_ops from ARM call instructions.

Function argument registers are added to the call SDNode, but
InstrEmitter now knows how to make those operands implicit, and the call
instruction doesn't have to be variadic.

Explicit register operands should only be those that are encoded in the
instruction, implicit register operands are for extra dependencies like
call argument and return values.

llvm-svn: 160188
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
dslutz/qemu,f42dc44a1481949e900cd50846a42c60d756758e,"s390x: introduce and use S390_MAX_CPUS

Will be handy in the future.

Reviewed-by: Thomas Huth <9e65be74847981e55b2564b6266c57d86d3bac05@redhat.com>
Reviewed-by: Richard Henderson <641039872457cf7d26c8010228bc48b428501525@linaro.org>
Signed-off-by: David Hildenbrand <aa743a0aaec8f7d7a1f01442503957f4d7a2d634@redhat.com>
Message-Id: <20170928134609.16985-6-aa743a0aaec8f7d7a1f01442503957f4d7a2d634@redhat.com>
Signed-off-by: Cornelia Huck <30e11450240723c8d5fc53105dfc38d5ef93eed3@redhat.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,f24b1f96f6208bfbe801ec7e0465ca3547a9a024,"Delay expiry of frequently used histograms.

Updates the expires_after attribute for 44 histograms that show
frequent access in the past 90 days.  These are the 90% most
frequently used histograms over that time that do not already have a date later
than or within 60 days of 2020-09-13.

TBR=chrome-metrics-team@google.com

Change-Id: Ibc156c1e8be51e13a027853fe7bf645cc36b1305
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2106017
Commit-Queue: Brian White <ba5f5a0555dcac1826beb366d481a8e6d8a54b8a@chromium.org>
Reviewed-by: Chrome Metrics Logs <83a419845cccef68170730b02d3f45bb6f2b0d5a@google.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#751115}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
kraj/meta-clang,1edc4edac53e1b567d062cd44470dd12e554564a,"clang: Turn split-dwarf setting into a packageconfig knob

Disable it by default, since centos7/gcc4.8 can't handle it
Fixes Issue #262

Signed-off-by: Khem Raj <729d64b6f67515e258459a5f6d20ec88b2caf8df@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
vitrivr/cineast,1d96c23683b80f50f906b5a60466daca93aeaf34,"Made NN Nullable in the QueryConfig.
Added classificationCutoff to the queryconfig

Tag-lookup now uses the  IN-functionality provided by ADAMpro
Lookup for matches also uses IN-functionality
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,a672d19ad76be908d9339fe093f88fd1e66b99f8,"Add the metric to record  percentage improvement for parallel download.

Records the ratio of bandwidth of parallel streams to the bandwidth of
single stream, and the ratio of total time to download a file with
parallel streams bandwidth to the actual total time.

BUG=720168

Review-Url: https://codereview.chromium.org/2874603002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#471608}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,441717c46fc71e349cf8373392a2afd61332dd4e,"dt-bindings: pinctrl: qcom: Add msm8226 pinctrl bindings

Add device tree binding Documentation details for Qualcomm msm8226
pinctrl driver.

- Bindings documentation was based on qcom,ipq6018-pinctrl.yaml added by
  Sricharan R <sricharan@codeaurora.org> and then modified for msm8226
  content

Signed-off-by: Bartosz Dudziak <15c7cba638162bd715ca2104876c56bdab733f7f@snejp.pl>
Reviewed-by: Rob Herring <fbb37eacae100e13076d5c4b46f06cfa4d6fa9f8@kernel.org>
Link: https://lore.kernel.org/r/20200716205530.22910-2-15c7cba638162bd715ca2104876c56bdab733f7f@snejp.pl
Signed-off-by: Linus Walleij <9cd9d802d23c0ed5e224beabf4ae4a5c478746ef@linaro.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
cmungall/ontology-starter-kit,d1bf580268a8e1bb93f9b888af0547e6d8aed490,"obo file iris and base file

- Switched import removal to --trim false (otherwise deletes important axioms)
- Make sure obo generated artefacts have the right IRI
- corrected some behaviour of base files, which might need further work
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,16d328641c9a246ff1cc4c965cff022918fb7a31,"        Fix for bug 11924: WebCore would crash on any HTML content
        with a non-empty <table> tag in it on a 64-bit machine. The
        size_t (64bit) vs int (32bit) cast is now fixed in ensureRows,
        and the clients of this function have been updated to check
        for a false return code.

        Reviewed by Darin



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@18834 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
angular/angular-cli,601134d2a64e919f9dc69e0ef23c451b57783862,"docs(@schematics/angular): add note about older chrome in polyfills

Add note about polyfills being required in older chrome environments.
Addresses confusion seen in Ionic projects that are loaded in an Android
5 emulator, but has chrome 37.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
kdave/btrfs-progs,76dabfb64fe779f630259744a2c88fbd0884b79f,"Btrfs-progs: Add missing close_ctree() calls to debug-tree

Signed-off-by: Filipe David Borba Manana <e0fcd583df77ec6c08e6d1257619cc1216ddc994@gmail.com>
Signed-off-by: David Sterba <a2ce9d316ca04d17b520237d2846a218b8284e52@suse.cz>
Signed-off-by: Chris Mason <a169954b4cb1a46cee25f659d3bddfebe02b5fba@fusionio.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
PowerShell/PowerShellEditorServices,24307e783e967ddeda35b9bfc760ae12de867353,"Add Editor Commands for opening Profiles (#254)

* Add Editor Commands for opening Profiles

This change adds the following built-in Editor Commands

- PowerShellEditorServices.OpenEditorProfile: Opens the current
Editor's profile. Uses $profile so should work when other Editors use
PSES.
- PowerShellEditorServices.OpenProfileList: Prompts user with a list of
 Profiles to open.

* Make Current editor default choice

This change makes the is for PowerShellEditorServices.OpenProfileList
Editor Command. It makes the default first selection the current Editor
and filters out any duplicates. Should also account for any new profiles
other Editors might add.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
venicegeo/eventkit-cloud,9b36d9a682ff0e67e4e41a8a5a4ecc01e284c8a0,"fix postgis volume (#842)

* fix postgis volume

* Update POSTGRES environment variables for the new docker image.

* fix db environment

* Fix docker-compose spacing typo.

Co-authored-by: Jeremiah Cooper <bae24dd47ee2b9b6dca24152c779861ced298235@jeremiahcooper.com>
Co-authored-by: Jeremiah Cooper <bae24dd47ee2b9b6dca24152c779861ced298235@prominentedge.com>",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
symfony/symfony,74a1cc34eb2560f3baeb268e7169b588df3b1ede,"bug #22090 [WebProfilerBundle] Fix Content-Security-Policy compatibility in case of a `style-src 'self'` policy (romainneutron)

This PR was merged into the 3.2 branch.

Discussion
----------

[WebProfilerBundle] Fix Content-Security-Policy compatibility in case of a `style-src 'self'` policy

| Q             | A
| ------------- | ---
| Branch?       | 3.2 <!-- see comment below -->
| Bug fix?      | yes
| New feature?  | no <!-- don't forget updating src/**/CHANGELOG.md files -->
| BC breaks?    | no
| Deprecations? | no <!-- don't forget updating UPGRADE-*.md files -->
| Tests pass?   | yes
| Fixed tickets | #22053 #20963
| License       | MIT

This fixes the compatibility of the bundle in case of a `style-src 'self'` policy.
This PR must be rebased once #22089 is merged

Commits
-------

4acec8973f [WebProfilerBundle] Fix content-security-policy compatibility
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
dslutz/qemu,a8f07376c9b3e5bce736bdcf6f49dc63fa4a516b,"aspeed/scu: Introduce a aspeed_scu_get_apb_freq() routine

The APB frequency can be calculated directly when needed from the
HPLL_PARAM and CLK_SEL register values. This removes useless state in
the model.

Signed-off-by: Cédric Le Goater <2d8cace2254d4e43578d21933db015d84bcc468a@kaod.org>
Message-id: 20190904070506.1052-11-2d8cace2254d4e43578d21933db015d84bcc468a@kaod.org
Reviewed-by: Peter Maydell <313afa09ce093b19ae1dd74f57c1ebd94508584c@linaro.org>
Signed-off-by: Peter Maydell <313afa09ce093b19ae1dd74f57c1ebd94508584c@linaro.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,1538f5c829d2c5132073f5d63f96f2ef0b1a2c85,"Add documentation for origin trial token format

Bug: 1124361
Change-Id: I3a901dc1f77e59783406043a7bded2c983e9b6d1
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2542597
Commit-Queue: Rodney Ding <0c3bf97d037b64f579d42ffea4fbd810ef083741@google.com>
Reviewed-by: Jason Chase <149c7c35dfa600cb160d485bbd2debaded56146d@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#835182}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
alphagov/gds-api-adapters,5e18b68a879f3cded56e6021dde309c947d4c961,"Don't use CGI.escape in Webmock's hash stub format

This breaks the tests in Frontend because it no longer matches slashes 
in URL requests. I think it's fine to not escape these URLs when we're 
providing them to Webmock as a hash.",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
ProtonMail/WebClient,e00e7a321dd33ae5ad21b7ed4bf86cb93a1d4758,"[i18n]: Context All the things ! (#7645)

* Sort no context

* Improve context

* Translations context 2

* Add context 3

* Add context edn

* Lint translations

* Fix translation missing context
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
qtproject/qtwebengine,9883dca4714c82079d390da18d1e3ff36f29b5a7,"[macOS] Use the OpenGL CoreProfile when the global shared context does

Previously when a default QSurfaceFormat was set with an OpenGL Core
profile, all the contexts created on the Qt side would obey the profile,
but Chromium would still use the Compatibility profile for its contexts
leading to warnings when trying to create shared contexts.

The fix is to check which OpenGL profile is used in the Qt global
shared context, and pass that information along to Chromium.

Note that this works only on macOS for now, and the default non-Core
profile is used on other platforms, even though Core was requested.
Passing CoreProfile to Chromium on Windows and Linux currently leads
to crashes.

Task-number: QTBUG-60605
Change-Id: I27a77091923624d19ccc2019953a5b07f9282916
Reviewed-by: Peter Varga <1cba5777e8212f0f2c099465d5f1c3c7c1196bf2@inf.u-szeged.hu>
Reviewed-by: Kai Koehne <077bc265216106fb22408e62f2d97925ede69d10@qt.io>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,0bb1a72a70f68c501eb37d92298b13867a8307a1,"        Windows build fix

        * DerivedSources.cpp: Removed SVGElementFactory.cpp, since including
        it leads to ambiguities for symbols like ""aTag"", which exist in both
        the HTMLNames and SVGNames namespaces.

        * WebCore.vcproj/WebCore.vcproj: Added SVGElementFactory.cpp to the
        project directly. VS also decided to reformat this file a little bit.

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@40855 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,9279c65818997a5782f57f7ac917cc0a2bc41fcd,"Fix for default value of FetchEvent.cancellable

new FetchEvent('foo').cancellable should be false
previously we were setting it to true in FetchEvent::create()
method.

BUG=501227

Review URL: https://codereview.chromium.org/1187573003

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@197265 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
TryGhost/Ghost-CLI,7389c39aeec1920a1e30d34a80ed085919ac1502,":art: :sparkles: add process manager hooks

- move process message sending into local process manager
- add optional 'success', 'error', and 'setup' hooks to process
management
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
opencontainers/runc,af9da0a45082783f6005b252488943b5ee2e2138,"nsenter: cloned_binary: use the runc statedir for O_TMPFILE

Writing a file to tmpfs actually incurs a memcg penalty, and thus the
benefit of being able to disable memfd_create(2) with
_LIBCONTAINER_DISABLE_MEMFD_CLONE is fairly minimal -- though it should
be noted that quite a few distributions don't use tmpfs for /tmp (and
instead have it as a regular directory or subvolume of the host
filesystem).

Since runc must have write access to the state directory anyway (and the
state directory is usually not on a tmpfs) we can use that instead of
/tmp -- avoiding potential memcg costs with no real downside.

Signed-off-by: Aleksa Sarai <a8eb12d32d6ec07cdf737175ec7d4a0f1b4e1ee7@suse.de>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/spark,4852b7d447e872079c2c81428354adc825a87b27,"[SPARK-21310][ML][PYSPARK] Expose offset in PySpark

## What changes were proposed in this pull request?
Add offset to PySpark in GLM as in #16699.

## How was this patch tested?
Python test

Author: actuaryzhang <actuaryzhang10@gmail.com>

Closes #18534 from actuaryzhang/pythonOffset.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
coreboot/coreboot,5fc64dca45b01556a9325bea0fb563d6f0d16f75,"Rename family15 pci northbridgeops functions.

This is a port of the following
commit 8a49ac7f808f76821e7d63070420cfd98f707c7c

    Rename fam14 pci northbridge ops functions.

    Clarify the northbridge ops function names.

original-Change-Id: If7d89de761c1e22f9ae39d36f5cf334cc2910e1d
    Signed-off-by: Marc Jones <marc.jones@se-eng.com>

Change-Id: Id7889bf02e2696220081251acdf695327267c796
Signed-off-by: Steven Sherk <7acf2891450291e8dff1efb0e4079c269c71368e@se-eng.com>
Reviewed-on: http://review.coreboot.org/2225
Tested-by: build bot (Jenkins)
Reviewed-by: Marc Jones <bb1304e98184a66f7e15848bfbd0ff1c09583089@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
coreboot/coreboot,85e981c8c945a7d438e6b30f13036199799529d6,"vc/amd/fsp/picasso: add FSP-M UPD to disable the HD Audio controller

BUG=b:158535201,b:162302028
BRANCH=zork

Change-Id: If4886591b7d73293773e4d36ec653ef42e8b2f54
Signed-off-by: Felix Held <23ae9ad67c7e328722a591f61ca191124af4367e@felixheld.de>
Reviewed-on: https://review.coreboot.org/c/coreboot/+/44679
Reviewed-by: Raul Rangel <9a9c998e11a2655b1de9a05eeeef5f710c0dc7ed@chromium.org>
Reviewed-by: Aaron Durbin <af0622ab041e8b0f8e5819838dcc93898196e71f@chromium.org>
Tested-by: build bot (Jenkins) <8254d1186852c26c9fb3d343db6a5be86317fea9@coreboot.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
karelzak/util-linux,6065250a4d0e20aac3dcb19ec6aa4f1ba0811fef,"whereis: support zst compressed man pages

Add zst as extension for manual pages. Current version of man-db
supports zst extension out of the box.

Signed-off-by: Samanta Navarro <372ba505e72695a9a69d4b6ba6aecbc9c2dc84c6@riseup.net>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
couchbase/ns_server,d12b41a2310bc1205b3658b7bcc7c9c4c8ed5197,"AngularJS: better detection of entrance state

This change includes update of ui-router library.

Main idea is to set initial state to 'auth'
which determines initial state for the user.

Also according to documentation in most cases
we should to use state.go instead of state.transitionTo.

Change-Id: I8c16cc787466ed06ac014cdbdffbc643eeb87b64
Reviewed-on: http://review.couchbase.org/41130
Reviewed-by: Aliaksey Kandratsenka <340b8e09ca65cd3fc686427fcfed17e87eaf61e2@gmail.com>
Tested-by: Aliaksey Kandratsenka <340b8e09ca65cd3fc686427fcfed17e87eaf61e2@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
LLNL/spack,98f1c9a291e2267cc0e8c5460fe8a1fed5781ee8,"CPATH warning: downgrade to debug message (#10675)

Spack warns users when a dependency package updates CPATH. This
warning message is generating bug reports and alarm in cases where
there is no problem. For now this downgrades the warning message to
the debug level, so it only shows up if something goes wrong for the
user and they ask for more information from Spack.",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,d3d4a37404d4ea677c9750d233e6168386755f3f,"mus: Fix some event-dispatch related test expectations.

Fix the tests to make sure the events are dispatched to the correct client, and
update the expectations accordingly.

BUG=none

Review-Url: https://codereview.chromium.org/2088723002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#401065}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
blaze/dask,c950905873c052d921aab77ab50143825c7cd7da,"Add document about choosing the right scheduler (#1473)

* Add document about choosing the right scheduler

Fixes https://github.com/dask/distributed/issues/364

* respond to comments
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
daverigby/kv_engine,1a07ead83cedae5d1e2e99589820797e00792486,"+2005-04-04
+       * patch from Don MacAskill <don@smugmug.com> 'flush_all' doesn't
+       seem to work properly.  Basically, if you try to add a key which
+       is present, but expired, the store fails but the old key is no
+       longer expired.

Subject: Serious bug in memcached - patch attached
Parts/Attachments:
   1.1 Shown     44 lines  Text
   1.2 Shown     22 lines  Text
   1.3   OK      13 lines  Text (charset: UTF-8)
   2            3.2 KB     Application, ""S/MIME Cryptographic Signature""
----------------------------------------


... or, at least, it seems that way.  :)  'flush_all' doesn't seem to
work properly.  Basically, if you try to add a key which is present, but
expired, the store fails but the old key is no longer expired.  Here's
output:

get key1
END

add key1 1 0 2
27
STORED

get key1
VALUE key1 1 2
27
END

flush_all
OK

add key1 1 0 2
28
NOT_STORED

get key1
VALUE key1 1 2
27
END

I suppose it's possible there's some design reason why it behaves that
way, but if so, I don't know what it is.  Certainly breaks our stuff.  :)

(we built a memcached tracker which controls the state of our pool of
memcached processes.  It flushes any hosts/ports which fail at any
writes, among other things, and this bug caused some big problems, as
you can imagine).

Patch against CVS attached.  It's probably mildly overkill (probably
doesn't need to destroy the item on a stale 'get', only on 'add', but
it's pretty simple and gives me the warm fuzzies).

Don


git-svn-id: 712aefb8596620db6486b8151c1cac37df8d9591@236 b0b603af-a30f-0410-a34e-baf09ae79d0b
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,850d5cb6d036d966de9c962fff117e01d0d84e49,"Adds metrics for Select-to-Speak state changes.

Bug: 753018
Cq-Include-Trybots: master.tryserver.chromium.linux:closure_compilation
Change-Id: Icd14d6f7e4f9608d35fcbedbee47ad090b3b5c63
Reviewed-on: https://chromium-review.googlesource.com/1043250
Commit-Queue: Katie Dektar <e321a8fd89c4908465ddaf8d5d0d62480efacb63@chromium.org>
Reviewed-by: David Tseng <57d6711e15f60434c9e159ea3db9eda3f784ef2f@chromium.org>
Reviewed-by: Ilya Sherman <132f3a2061152e8061cfd42aff9316f15e66d3ce@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#556953}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
stinsonga/emacs-mirror,7be160d80002cd000f33da38d3a2f7a2920c1bf5,"Improve ""Help Summary"" section in user manual

* doc/emacs/help.texi (Help Summary): Add cross-references to
sections with details of each Help command.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
