repo_name,commit,message,Is_Core_Bug,Is_Corrective,Justification,Certain,Comment,Sampling
kjambunathan/org-mode-ox-odt,cba2f0a2a3024ae5bf71e1a12ba99778a92902a2,"Improve `org-promote' and `org-demote'

* lisp/org.el (org-promote, org-demote): Fix docstring.  Small
  refactoring.  Ignore narrowing.
(org-fixup-indentation): Smarter indentation: handle inlinetasks and
footnote definitions.

* testing/lisp/test-org.el (test-org/demote, test-org/promote): New
  test.

`org-called-with-limited-levels' check is removed when promoting
a top-level headline.  The motivation behind it in this particular
case wasn't clear (see 10aba6b1261a47a2aa4862b7222f87814af7ba31) and
I couldn't find a good reason to keep it.

Suggested-by: Sébastien Vauban
<http://permalink.gmane.org/gmane.emacs.orgmode/92450>
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,fc9c5a4a5a570571fa5a0d472ad7a637ceda6b7e,"net/mlx5: Fix code style issue in mlx driver

Add the tab before '}' and keep the code style consistent.

Signed-off-by: Tonghao Zhang <2fd0651ff733cd4eca8b729421e7441e00ca7ab3@gmail.com>
Reviewed-by: Or Gerlitz <de1b678a59344538ef9f2ddb34a5f9486544e2f9@mellanox.com>
Acked-by: Saeed Mahameed <0a17f7549b0bac96abb27a38bc47f122efaba664@mellanox.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,12_may_2021_mp_not_corrective_commits
yambo-code/yambo,3ac6debd593ff813f6f8082124841d0975b67317,"Version 4.4.0,  Revision 16153,  Hash d3419b272

MODIFIED *  config/version.m4 config/version.m4_gpl configure include/version.inc bse/K_driver.F

Changes:
- [yambo] Error message for finite q BSE is printed only with coupling

Patch sent by:  Davide Sangalli <davide.sangalli@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,7b329f502cca884c84f046b1709e48f812ec64a8,"[iOS] Use OverlayDismissalReason in OverlayDismissalCallbacks.

This provides the necessary information to the OverlayPresenter
about how the presentation context was cleared.  Overlays that are
hidden may be shown again, whereas overlays that are dismissed for
user interaction or cancellation will never be shown again.

Bug: 941745
Change-Id: I68ba6580f69dabf6c169ba2541e2f4e83d306652
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1589057
Commit-Queue: Kurt Horimoto <2603f998a6840b0c1f6c0a18f65eb9eaccd88896@chromium.org>
Reviewed-by: Eugene But <bb025fd15c252eb28418847a17f9a409ee64be86@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#655466}
",,,,,,12_may_2021_mp_not_corrective_commits
colinsc/koha,1e6df24d6cbf44c865805712e6a15ecc601273aa,"Bug 16520: Allow per-VirtualHost environment variables with Plack

This allows OVERRIDE_SYSPREF_* and others to work properly.

Test plan:

  1) Add the following line to your plack.psgi (near the bottom, just
     above ""mount ...""):
       enable ""+Koha::Middleware::Plack"";
  2) Load the OPAC advanced search page (under Plack). The title should
    read ""Koha online catalog"" (or whatever your LibraryName syspref
    contains).
  3) Add the following to your Apache configuration:
       RequestHeader add X-Koha-SetEnv ""OVERRIDE_SYSPREF_LibraryName Potato\, Potato""
  4) Restart Apache.
  5) Refresh. The title should now read ""Potato, Potato online catalog"".

Signed-off-by: Tomas Cohen Arazi <tomascohen@theke.io>

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>

Signed-off-by: Brendan Gallagher <d88b10c6bc7c38a4ffb541994aef7d8a7f8e3819@bywatersolutions.com>
",,,,,,12_may_2021_mp_not_corrective_commits
abrt/retrace-server,93db477f6483d02510b5f4bf235678c792028155,"reposync: Adapt to error-handling changes in DNF

dnf.Base.download_packages() no longer returns a dictionary of errors
and instead it is propagated from lower in the call stack in
dnf.exceptions.DownloadError.
",,,,,,12_may_2021_mp_not_corrective_commits
dslutz/qemu,d4e65539e570d5872003710b5a1064489911d33d,"Merge remote-tracking branch 'remotes/rth/tags/pull-hppa-20190316' into staging

Fix lost interrupts.
Update seabios-hppa.

# gpg: Signature made Sat 16 Mar 2019 16:13:42 GMT
# gpg:                using RSA key 64DF38E8AF7E215F
# gpg: Good signature from ""Richard Henderson <richard.henderson@linaro.org>"" [full]
# Primary key fingerprint: 7A48 1E78 868B 4DB6 A85A  05C0 64DF 38E8 AF7E 215F

* remotes/rth/tags/pull-hppa-20190316:
  Update seabios-hppa to latest upstream
  target/hppa: Avoid squishing DISAS_IAQ_N_STALE_EXIT

Signed-off-by: Peter Maydell <313afa09ce093b19ae1dd74f57c1ebd94508584c@linaro.org>
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,5fb27f98da962c8e5f405a15a558656a6477cefc,"Add more startup traces for webview

Adding scoped sys trace events to get a more complete breakdown of
webview startup time.

There is no logic change otherwise.

Bug: 817644

Change-Id: I399560e75c70159f2593928fd78341c198d0bd4c
Reviewed-on: https://chromium-review.googlesource.com/1022124
Reviewed-by: Bo <bc579652988c4c89a85c01792240e330d2e727f7@chromium.org>
Commit-Queue: Changwan Ryu <b0298b5ee94c5e8100d35574856508be61ef2563@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#552911}",,,,,,12_may_2021_mp_not_corrective_commits
matrix-org/matrix-doc,b4be11af4283aad8533f367a0c7a8fc3a98ff1e2,"Document POST /account/3pid/delete

Fixes https://github.com/matrix-org/matrix-doc/issues/985

Includes documentation for https://github.com/matrix-org/synapse/pull/3667

Raises https://github.com/matrix-org/matrix-doc/issues/1566",,,,,,12_may_2021_mp_not_corrective_commits
samba-team/samba,2a9987e62ab9ef20a2ea71204a48d0318e30512d,"s3-docs: fix a typo in rpcclient manpage

Autobuild-User: Christian Ambach <58bdc29429dad4fae10e9514bb60efa6731f3a55@samba.org>
Autobuild-Date: Thu Jul 14 20:10:12 CEST 2011 on sn-devel-104
",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,9bde8d25c996539066164ae309dcec53eddd3079,"OOBE components: Add oobe-carousel.

Add new polymer class oobe-carousel. Oobe-carousel is responsible for
showing slides in a carousel.

- Animation is done as all slides stand in a circle.
- Navigation bar consists of left and right arrows and non-accessible
  dots which indicate an active slide.
- Autotransition is supported only if ChromeVox is not enabled.

Fixed: 1104887
Change-Id: I5c2332d6cde470479c13d2297458213deb0faa4c
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2294664
Commit-Queue: Roman Aleksandrov <e365bd91a91ce85fd6535abce67f6392fef79544@google.com>
Reviewed-by: Denis Kuznetsov [CET] <116237dc3872a5ee1ec9580b99e864e658fcee9e@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#799210}
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,942a91ed3ffff0267944ed3161ae292d0960fd44,"perf trace: Use strerror_r instead of strerror

Use strerror_r instead of strerror in error message for thead-safety.

Signed-off-by: Masami Hiramatsu <60fcdccfd958d359debfe6e6e7417cd7f1aaa9e3@hitachi.com>
Cc: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@redhat.com>
Cc: Namhyung Kim <5c915a589b3ddf58cebf14bec41bcc143b37ac3c@kernel.org>
Cc: Naohiro Aota <84c9fc2bcc4675501be1b557d5ef1e0e073dbf3e@elisp.net>
Cc: Paul Mackerras <19a0ba370c443ba08d20b5061586430ab449ee8c@samba.org>
Cc: Peter Zijlstra <645ca7d3a8d3d4f60557176cd361ea8351edc32b@chello.nl>
Link: 723751431663785276f49821adc2a184979c6a7a@kbuild-fedora.novalocal
Signed-off-by: Arnaldo Carvalho de Melo <293abb6b76d7791c0732cc517d38c4b5c734b87f@redhat.com>
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,6cedba8962f440c72447f811d0d530a8a9dc637a,"vfs: take i_mutex on renamed file

A read delegation is used by NFSv4 as a guarantee that a client can
perform local read opens without informing the server.

The open operation takes the last component of the pathname as an
argument, thus is also a lookup operation, and giving the client the
above guarantee means informing the client before we allow anything that
would change the set of names pointing to the inode.

Therefore, we need to break delegations on rename, link, and unlink.

We also need to prevent new delegations from being acquired while one of
these operations is in progress.

We could add some completely new locking for that purpose, but it's
simpler to use the i_mutex, since that's already taken by all the
operations we care about.

The single exception is rename.  So, modify rename to take the i_mutex
on the file that is being renamed.

Also fix up lockdep and Documentation/filesystems/directory-locking to
reflect the change.

Acked-by: Jeff Layton <4376fbf8623cd7b7c0232225289bb91cedc0a27f@redhat.com>
Signed-off-by: J. Bruce Fields <51738506c1b2ccb0761f23bdc612c93babf738ea@redhat.com>
Signed-off-by: Al Viro <de609eb4d5d70b1d38ec6642adbfc33a2781f63c@zeniv.linux.org.uk>
",,,,,,12_may_2021_mp_not_corrective_commits
nikrou/phyxo,a79219c472d5884a9c90ce03594b25f8312ddc85,"merge r22183 from branch 2.5 to trunk

typo fixed in code comment


git-svn-id: 07d450c9015c98804e48b520a2aeaa7bff74be0c@22184 68402e56-0260-453c-a942-63ccdbb3a9ee
",,,,,,12_may_2021_mp_not_corrective_commits
mozilla/addons-frontend,8f7c663872c83be1d6a5cf88cd7d0eec11848c33,"I6916 updates to get firefox btn on non firefox client (on guides pages) (#6984)

fixes #6916 

## Desktop
![Alt text](https://monosnap.com/image/5J5LFcRgTp5mzKq1R3j35j6npU5icb.png)


## Mobile
![Alt text](https://monosnap.com/image/gdw3roRxLIi7r4DRGYkc0GIrKz8ff9.png)
",,,,,,12_may_2021_mp_not_corrective_commits
evernote/zing,5c0d3883d7f8a1a11a4b5e5447be6004166c578e,"This commit changes the way alternative source language translations are retrieved.

Until now, calls to ugettext were used, which looked over all the files in a project. This is not ideal for big projects specially. The new implementation looks for the translation in the same file as the original text comes from and the matching is done using the getid() method of the unit.

This is O(n) though, and for future improvements we should think about using an index (makeindex() in translate::storage::base).

Apart from that, this commit also adds support for plural forms, which wasn't present yet.

This fixes bug 605.

svn path=/src/trunk/Pootle/; revision=10260
",,,,,,12_may_2021_mp_not_corrective_commits
colinsc/koha,4bc46dbbcb93ca43b2fd138cf65f51893978b3ad,"Bug 12046: Authentication using CAS - bootstrap

At the OPAC, if the bootstrap theme is used, the modal
dialog does not allow to use the CAS authentication.

This patch proposes, in case CAS is enabled, to
redirect to the opac-user.pl page (like prog theme).
This is because the popup content should stay small
(thinking about mobile surf), and that CAS url is
actually only computed in opac-user (see C4/Auth.pm)
and it would not be performant to compute it in all
pages.

Test plan:
- set syspref opacthemes to bootstrap
- enable the casAuthentication syspref
- fill the casServerUrl syspref with something like:
  https://localhost:8443/cas
- go on the opac home page
- click on ""Log in to your account"" link (top right)
=> You go to cgi-bin/koha/opac-user.pl page where you
  see the cas link
- disable the casAuthentication syspref
- go on the opac home page
- click on ""Log in to your account"" link (top right)
=> You see a popup for login and password

Signed-off-by: Jonathan Druart <jonathan.druart@biblibre.com>
Signed-off-by: Katrin Fischer <Katrin.Fischer.83@web.de>
Normal login still works with/without CAS.
Passes all tests and QA script.

Signed-off-by: Galen Charlton <ec70b30b7f2646a69ad76ef1c8908ce7ae37e284@esilibrary.com>
",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,0a6ece1170813ac2ddee4a314796bb9aa57f0526,"Roll WebGL abaae12..f4ddbaf

https://chromium.googlesource.com/external/khronosgroup/webgl.git/+log/abaae12..f4ddbaf

Bug: 691951, 891861
Cq-Include-Trybots: luci.chromium.try:win_optional_gpu_tests_rel;luci.chromium.try:mac_optional_gpu_tests_rel;luci.chromium.try:linux_optional_gpu_tests_rel;luci.chromium.try:android_optional_gpu_tests_rel;luci.chromium.try:linux-angle-rel;luci.chromium.try:win-angle-rel-32;luci.chromium.try:win-angle-rel-64
Change-Id: Ice20033bf05e05376bcd33210bdae2fb2009e0c8
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1810002
Commit-Queue: Kenneth Russell <1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org>
Auto-Submit: Kenneth Russell <1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org>
Reviewed-by: James Darpinian <eafe431c9f653c5da1c61a994876a786dff6f290@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#697835}
",,,,,,12_may_2021_mp_not_corrective_commits
ska-sa/katdal,50c4dcf34323a9c5814c4ec3db2b351696a03852,"Use print-like handler if logging is unconfigured

Instead of printing a warning and getting the user to configure
logging, do a very basicConfig-like configuration at the module
level. This logs warnings and above to sys.stderr using the basic
format (not unlike a plain old print statement), thereby ensuring
that the user receives these warnings and errors.

While this behaviour is strongly discouraged by the logging
documentation, the saving grace is that the configured handler
also has a filter that disables the handler once the user properly
configures logging at the application or script level.
",,,,,,12_may_2021_mp_not_corrective_commits
openstack/python-openstackclient,c97e8187fef91627a1c55236a45eb5b1b8d92fc2,"Fix six typos

disassoiate => disassociate
nmaes       => names
mutiually   => mutually
aviod       => avoid
CLustering  => Clustering
availble    => available

Change-Id: I84545bf46acfccc9dde3e85020700edb5a8375a6
",,,,,,12_may_2021_mp_not_corrective_commits
metasfresh/metasfresh,e18cffd1bc7fad13c3b2d2c39f9447f834ca2fcb,"165-e2e - Create and adapt contract terms for Lagerkonferenz (Karotten)

* SQL - fix contract realated translations
* also very minor code improvements
https://github.com/metasfresh/metasfresh-e2e/issues/165
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,3a059c76f4eb8ff9cffc40eb591e9e3aca360666,"ath5k: pcu: Add a description for 'band' remove one for 'mode'

Fixes the following W=1 kernel build warning(s):

 drivers/net/wireless/ath/ath5k/pcu.c:115: warning: Function parameter or member 'band' not described in 'ath5k_hw_get_frame_duration'
 drivers/net/wireless/ath/ath5k/pcu.c:955: warning: Excess function parameter 'mode' description in 'ath5k_hw_pcu_init'

Cc: Jiri Slaby <aeaaaa09d9a5fac7c38743ea79aa4bb8ffb08290@kernel.org>
Cc: Nick Kossifidis <bd5bb29faf6bf0846d00f1a7315d9bcc5d451bce@gmail.com>
Cc: Luis Chamberlain <d4fa18192c5a479e564d29c2300c2e15afd1d8d7@kernel.org>
Cc: Kalle Valo <7081a7d99b8c74c0698a728df19e3915a995d7e1@codeaurora.org>
Cc: ""David S. Miller"" <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
Cc: Jakub Kicinski <56d6ea0bcf1e2ceeeb6f35c2e9f50ecb760b3d37@kernel.org>
Cc: Reyk Floeter <0177fcbef07d51ff168c77846e66967de4bf3228@openbsd.org>
Cc: ""W. S. Bell"" <c17e7c31e9a89470ef0e5e014e2b84bd01d77d4d@madwifi.org>
Cc: Luis Rodriguez <d4fa18192c5a479e564d29c2300c2e15afd1d8d7@winlab.rutgers.edu>
Cc: Pavel Roskin <6c90ba44f31b1b55452f8458c8c9726e91b4b570@gnu.org>
Cc: f74286e6560323ac86a4fee75575f04dd9aa6ad3@vger.kernel.org
Cc: 1099b3bee480025a15c1b622ecdea77a1d6d7166@vger.kernel.org
Signed-off-by: Lee Jones <630e34333487a351a857f6b705e04d30b37c1629@linaro.org>
Signed-off-by: Kalle Valo <7081a7d99b8c74c0698a728df19e3915a995d7e1@codeaurora.org>
Link: https://lore.kernel.org/r/20200814113933.1903438-10-630e34333487a351a857f6b705e04d30b37c1629@linaro.org
",,,,,,12_may_2021_mp_not_corrective_commits
coreboot/coreboot,bf26243a002537cdb9c7122ab5b6f0aa32e702af,"northbridge/amd/amdfam10/conf.c: Remove extraneous parentheses

Remove extraneous parentheses around the comparison. Fix some
style while here.

Found-by: Clang
Change-Id: I882729b8fa9f32a3bb9b1524d4d8829cbb226b7d
Signed-off-by: Edward O'Callaghan <117173807d5a49976a891944633465c0daea7f98@alterapraxis.com>
Reviewed-on: http://review.coreboot.org/7445
Tested-by: build bot (Jenkins)
Reviewed-by: Kyösti Mälkki <54bd130f2000c0d5e96442b78dd2a055986fbb66@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
Rebilly/rebilly-php,f5872a308a634c98bac004c47ce1497b981f3d6a,"Add Blocklist and deprecated Blacklist (#419)

* Add Blocklist and deprecated Blacklist

* Update chnagelog

* Small fix

* Update CHANGELOG.md

* Update CHANGELOG.md

Co-authored-by: Slava Medvedev <abe142d336754ebf4eb361c47905b930bc9c40f2@gmail.com>",,,,,,12_may_2021_mp_not_corrective_commits
guyonroche/exceljs,358f8603d3e32d231dab68dfe57f0a3339bced78,"Fix github issue # 991

Passes tests for issue 991. Dayjs and momentjs do not have identical
APIs. Original implementation of dayjs substituted all references to
""momentjs"" with ""dayjs"". There is no dayjs.ISO_8601 constant. Dayjs
must be extended with a plugin to customize date parsing format. Dayjs
does not accept an array of date formats as an argument.
",,,,,,12_may_2021_mp_not_corrective_commits
PaulMcInnis/JobPy,d0193d3dce081ff59f8a594e01bccbacbb1e0710,"Major cleanup for sake of readability and functionality update

- Added comments to a lot of places and move some things around
- Stored region dictionary values into local variables which should help reduce lookup load in loops
- Renamed a few variables, and ensured consistency between variable names throughout classes
- Traded unneeded list comprehensions 
- Replaced most str.format() usages with f-strings which should also give a little speed boost
- Checked for consistent line spacing
- Some proactive bug fixing
- Delay scraping reports time spent scraping
- Added converging random delay, which uses delay as and upper bound and delay times calculated by an equation as lower bounds for choosing random values
- Hard delay now subtracts small offsets for the 2nd to 8th scrape jobs, so our threads don't all start at the same time
- Time for blurb retrieval is printed out

",,,,,,12_may_2021_mp_not_corrective_commits
wikimedia/mediawiki-extensions-LiquidThreads,75f6c96c43ef049d1dccb1278f4546e7779b3dad,"Followup r104064, r104083 for bug 32609

Do the same for LiquidThreads

Remove captcha stuff from ApiThreadAction

Make ApiThreadAction subclass ApiEditPage (for ease), so the calls in ConfirmEdit ( ""if ( !$module instanceof ApiEditPage ) {"") will be picked up by it

Also gives the benefit of the captcha variables getting the descriptions from ConfirmEdit, rather than being blank like they currently are
",,,,,,12_may_2021_mp_not_corrective_commits
oscar-cluster/oscar,753a6910ce779c7fa1bc7d67e621a875e4215e62,"- added check for $uname_data eq ""i586""
- fix bug 1091615


git-svn-id: http://svn.oscar.openclustergroup.org/oscar/trunk@2835 18f9d06c-6ae2-0310-8438-938a554feff9

Former-commit-id: 5d1b3bf790d40f01cf9b9a2d8f000b0d014f4352 [formerly 302c57ac8941b17b83a9b24f41cacdfeed852841] [formerly fc82dcf70a900d695160acf74661b10afbc43817 [formerly dd88f689ce51bf126202f96ce514f71a3b226aed]]
Former-commit-id: 9a8f9b540119b13417f1c5b5f992370c912fd696 [formerly 28d278f3889c82e030819bf53597b32f5e8a03e9]
Former-commit-id: c196a8cd9bd499d62e2eab34f7eefaf2f983a351",,,,,,12_may_2021_mp_not_corrective_commits
forrestguice/SuntimesWidget,0a319159ef3e54ea76f19e45c2d0567608412ab0,"strings

dayLength / lightLength fields fixed; translations now have control over
relative order (no longer split between two views).
",,,,,,12_may_2021_mp_not_corrective_commits
postmanlabs/postman-docs,10c567227e566c237bea9d3cfe54e377f78234c6,"[DEVREL-14] Added sample and explanations for pm.expect functions (#1774)

* DEVREL-14 added sample and explanations for pm.expect functions

* Devrel-14 added the exhaustive nature of the assertion library list

* Devrel - 14 moved the assertion examples to test_examples.md

* Devrel - 14 fixed markdown link and function name

* Devrel - 14 rephrased the library example description

* Devrel - 14 Corrected assertion test descriptions

* Devrel - 14 Corrected spelling

* Devrel - 14 Added newline

* Devrel - 14 added markdown link for assertion library examples

* Devrel - 14 Reverted the link for assertion library samples

* Devrel - 14 fixed case and typo

* Devrel - 14 Corrected the test case description strings
",,,,,,12_may_2021_mp_not_corrective_commits
symfony/twig-bridge,960d523bde1ac05eaef556b2e13aa5c9d4a042ac,"Fixed some extra empty spaces

The extra spaces were introduced by commit https://github.com/symfony/symfony/commit/8f9ed3ebb9ef126cc8940da493f252619671c0f3 by @chrisguitarguy",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,e2b6a648693d88d1812690d7aa6daee9dc6cd7f4,"Re-enable tests on Linux Experimental NVIDIA and Intel bots.

Now that they've been upgraded to Ubuntu 19.04.

Bug: 940750, 927459, 927465, 940723, 927470
Change-Id: Ic681c0559943499cb8c5c86020bfcd60380d55e9
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1674457
Reviewed-by: Kenneth Russell <1ebccd90c2bc76de65b6f830f2128a91ed69fdfb@chromium.org>
Commit-Queue: Yuly Novikov <36f5580f63d0a3eacc17e89a61d11e2f646630d2@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#673491}
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,9edfae3f69273c75905b24a445568f9e05ab0b2d,"sparc32: fix sparse warnings in unaligned_32.c

Fix following warnings:
unaligned_32.c:146:15: warning: symbol 'safe_compute_effective_address' was not declared. Should it be static?
unaligned_32.c:235:17: warning: symbol 'kernel_unaligned_trap' was not declared. Should it be static?
unaligned_32.c:319:17: warning: symbol 'user_unaligned_trap' was not declared. Should it be static?

Add proper declarations in kernel.h + setup.h

Signed-off-by: Sam Ravnborg <f16bed56189e249fe4ca8ed10a1ecae60e8ceac0@ravnborg.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,12_may_2021_mp_not_corrective_commits
zulip/zulip,a5e55cee9b5e103bca63b6d9f4cd4e90690afae4,"bot docs: Clean up ""Testing a bot's output"".

The main cleanup here is to move the examples out of the bulleted
list, which was getting rendered in an ugly/confusing way.

I also removed some redundant text, fixed some typos, and changed
the wording a bit.
",,,,,,12_may_2021_mp_not_corrective_commits
joomla/joomla-cms,9f386d331f8fb6cf37a39b07ba050f1cdc0c9669,"[#] Fix spinner not appearing while installing language

This old change make it to stop working: https://github.com/joomla/joomla-cms/commit/08658c34cbc45db8e578277a468517a756e2846d
",,,,,,12_may_2021_mp_not_corrective_commits
graphitejs/graphitejs,378bf6b0a990246c917f9edd688ff4bfdd61da1b,"chore(release): 0.8.13 [skip ci]

## [0.8.13](https://github.com/graphitejs/server/compare/v0.8.12...v0.8.13) (2019-02-21)

### Bug Fixes

* **deps:** update dependency apollo-server-express to v2.4.4 ([#108](https://github.com/graphitejs/server/issues/108)) ([6b8ff8d](https://github.com/graphitejs/server/commit/6b8ff8d))
",,,,,,12_may_2021_mp_not_corrective_commits
googleinterns/droid-jump,cfa39e360490345b792745dc38ace26eef5d2114,"Add class for managing Infinite level (without generation)  (#12)

* added reading data from file

* added methods for getting data for finite levels

* refactored code and added comments

* resolved comments:
Made renamings and code style fixes;
Added ObstacleData and ObstacleType classes instead of previous implementation.

* resolved comment (renamed method)

* removed info about infinite level

* added LevelStrategy interface

* implemented getting data from infinite level

* renamed property file for level 1

* added property file for infinite level

* added JSONReader class

* refactored FiniteLevel class

* added method that gets infinite level properties

* renamed FiniteLevel to StaticFiniteLevel

* removed debug lines and added TODO

* removed unused lines

* changed method visibility to private

* resolved comments

* added "".json"" suffix to raw resources

* added log statements instead of printing stack trace

* assigned TODO

* added another log statement

* removed variable

* removed first obstacle from infinite level

* Moved constants to JSONKeys

* added java docs

* replaced tags of log statements with class.getName()

* added comment

* added try-with-resources statement",,,,,,12_may_2021_mp_not_corrective_commits
servo/webrender,85ccbbf3cb7f7fc39ba958f214151d9951e68337,"Bug 1596513: Part 1: Take scale factors into account when rendering drop shadows in WebRender r=gfx-reviewers,kvark

Differential Revision: https://phabricator.services.mozilla.com/D63441

[ghsync] From https://hg.mozilla.org/mozilla-central/rev/a9d8b62a399349559ceff12111f5d7fd3fab4acc
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,bdf398eb09e3f2e1fd1acb50960ce93fe380e847,"V4L/DVB (9667): Fixed typo in sizeof() causing NULL pointer OOPS

Signed-off-by: Oldřich Jedlička <0d0bd9790a16f5472e9ddef4c2ff139731532a16@seznam.cz>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",,,,,,12_may_2021_mp_not_corrective_commits
Microsoft/ChakraCore,25d29a05112037057e89d8d0e42834ededab633a,"int64x2 infra

int64x2

formatting fixes

using scratch area to pass simd vars into helpers

sse2 fallbacks

cleaned up a test file

better seqs
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,213c2e643145fc7d8a67f2d5d54ee0f6d7193e2e,"drm/i915: select TV format according to connector type

For integrated TV there are 3 connector types: S-VIDEO, Composite and
Component(YprPb). Those tv formats whose component flag is true should
be assigned to Component connector, others are for S-VIDEO and Composite.
The patch intends to find appropriate tv format for each connector.
In such case it will return the correct modeline to user space. Otherwise
it will return the incorrect modeline when S-video/composite is connected.

Signed-off-by: Ma Ling <e5a9464696a402c5d1792ef0d32944bf4364e5cf@intel.com>
reviewed-by: Zhao Yakui <21bae65ecea50a19bd9d0fef489914760189fd5b@intel.com>
Signed-off-by: Eric Anholt <96f164ad4d9b2b0dacf8ebee2bb1eeb3aa69adf1@anholt.net>
",,,,,,12_may_2021_mp_not_corrective_commits
bradharding/doomretro,91b71807da5fcc9c1ca6ca7cc282290f162430ae,"Fix crash when using ""map"" cmd in DOOM II...

...if NERVE.WAD is loaded, we're on the title screen, and attempt to
specify a map past MAP09. Now maps from DOOM2.WAD will be loaded in this
instance.
",,,,,,12_may_2021_mp_not_corrective_commits
coreboot/coreboot,2c66060169b5e1718406f58d1d7a270aea7b1b73,"AMD Torpedo platform updates

This update fixes warnings and supports as necessary
the Agesa infrastructure changes required to support
the AMD Family 14 cpu update to rev C0.

Change-Id: Ib08b49695b925b81f796bf299141fe6f845fdef8
Signed-off-by: Frank Vibrans <bfa78b9804792e3cee86881a4a6fc555a41e987b@amd.com>
Signed-off-by: efdesign98 <c1525f13359d6af4751914699a1f564eb2a23e61@gmail.com>
Reviewed-on: http://review.coreboot.org/138
Tested-by: build bot (Jenkins)
Reviewed-by: Marc Jones <bb1304e98184a66f7e15848bfbd0ff1c09583089@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
bitsquare/bitsquare,6d6d41b32908f4c176d1e00b031c77eb88d9fad9,"Broaden BisqExcutable exception handling

Previously, certain exceptions e.g. IllegalArgumentException would
result in the Bisq process exiting with an stack trace. This change
broadens exception handling during argument parsing such that all
Throwable subclasses are caught and the Bisq process exits gracefully
with a simple error message.
",,,,,,12_may_2021_mp_not_corrective_commits
facebook/fresco,204dc5038be2e2d6f2a04ea22b466207e384022e,"Update image format of encoded image if not already known

Summary: We already call `parseMetadata()` on the `EncodedImage` in various producers (which tries to set the image format) so in theory the image format should never be null in the first place. However, if we have an error and we manage to determine the image type later in the decoding step, we might as well update the encoded images so that subsequent decoding steps are faster.

Reviewed By: massimocarli

Differential Revision: D3771285

fbshipit-source-id: abcd683bd0ae0585927c944dd89ea9d6432d992a
",,,,,,12_may_2021_mp_not_corrective_commits
google/llvm-propeller,406385505d4e94db4f9ec042f6cfb0370e63924a,"[Sanitizers] Move allocator_returns_null.cc test to common.

Summary:
Add allocator_returns_null.cc test to sanitizer_common and
remove all sanitizer-specific ones except:
- HWASan is not covered by sanitizer_common
- TSan allocator does not have comprehensive error reporting yet

Reviewers: vitalybuka

Subscribers: kubamracek, delcypher, #sanitizers, llvm-commits

Differential Revision: https://reviews.llvm.org/D47971

llvm-svn: 334433
",,,,,,12_may_2021_mp_not_corrective_commits
charybdis-ircd/charybdis,be0365e152bf7fe76a1bb5d1bb39903ac63ab9ba,"Add an error message if a ban mask is invalid.

This is given if the ban mask is too long, it is an invalid extban or the
forward channel is invalid and no other message has been given about that.
",,,,,,12_may_2021_mp_not_corrective_commits
